Date,year,Site_location,LONGITUDE,LATITUDE,Region,Site_number,Clade,Species_name,Collection_no,Plant_no,Height,Canopy_1,Canopy_2,fwt_lam_pet,swt_lam_pet,swt_lam,area_lam_pet,area_lam,lam_width,lam_length,petiole_width,petiole_length,lamina_thickness,hairiness,dwt_lam_pet,dwt_lam,SLA,LMA,Canopy_area,LWratio,FWC,genus
8/3/2011,2011,Prince_Albert:_Bushman_Valley,22.04914,-33.25596,Swartberg,PL_1027,B,abrotanifolium,44,1,.,.,.,0.025,0.023,0.02,0.57,0.52,0.4,1,0.51,0.8,0.263,.,0.003,0.003,173.333,0.005769231,.,2.5,7.333333333,1
8/3/2011,2011,Prince_Albert:_Bushman_Valley,22.04914,-33.25596,Swartberg,PL_1027,B,abrotanifolium,44,2,.,.,.,0.057,0.056,0.052,1.03,0.92,0.5,1.1,0.85,0.8,0.563,.,0.01,0.01,92,0.010869565,.,2.2,4.7,1
8/3/2011,2011,Prince_Albert:_Bushman_Valley,22.04914,-33.25596,Swartberg,PL_1027,B,abrotanifolium,44,3,.,.,.,0.02,0.021,0.019,0.46,0.4,0.3,0.8,0.58,0.8,0.575,.,0.006,0.005,80,0.0125,.,2.666666667,2.333333333,1
8/3/2011,2011,Prince_Albert:_Bushman_Valley,22.04914,-33.25596,Swartberg,PL_1027,B,abrotanifolium,44,4,.,.,.,0.028,0.028,0.026,0.57,0.53,0.4,0.7,0.49,0.7,0.463,.,0.006,0.005,106,0.009433962,.,1.75,3.666666667,1
8/3/2011,2011,Prince_Albert:_Bushman_Valley,22.04914,-33.25596,Swartberg,PL_1027,B,abrotanifolium,44,5,.,.,.,0.018,0.019,0.018,0.43,0.41,0.2,0.8,0.6,0.6,0.586,.,0.006,0.005,82,0.012195122,.,4,2,1
8/3/2011,2011,Prince_Albert:_Bushman_Valley,22.04914,-33.25596,Swartberg,PL_1027,B,abrotanifolium,44,6,.,.,.,0.021,0.022,0.019,0.42,0.37,0.2,0.7,0.48,0.5,0.556,.,0.005,0.005,74,0.013513514,.,3.5,3.2,1
8/3/2011,2011,Prince_Albert:_Bushman_Valley,22.04914,-33.25596,Swartberg,PL_1027,B,abrotanifolium,44,7,.,.,.,0.02,0.02,0.02,0.27,0.25,0.2,0.7,0.38,0.3,0.428,.,0.006,0.006,41.667,0.024,.,3.5,2.333333333,1
8/3/2011,2011,Prince_Albert:_Bushman_Valley,22.04914,-33.25596,Swartberg,PL_1027,B,abrotanifolium,44,8,.,.,.,0.024,0.023,0.022,0.35,0.34,0.2,0.6,0.32,0.2,0.651,.,0.004,0.005,68,0.014705882,.,3,5,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C2,alchemilloides,17,1,15,15,13,0.316,0.32,0.24,12.23,11.2,1.4,2.7,1.17,7.9,0.184,2,0.052,0.038,294.737,0.003392857,153.1526419,1.928571429,5.076923077,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C2,alchemilloides,17,2,19,9,10,0.13,0.132,0.094,7.58,6.83,1.5,2.3,0.59,7,0.113,2,0.02,0.014,487.857,0.00204978,70.68583471,1.533333333,5.5,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C2,alchemilloides,17,3,25,23,24,0.44,0.442,0.26,16.58,14.68,2.5,3.2,0.99,13,0.118,2,0.06,0.04,367,0.002724796,433.5397862,1.28,6.333333333,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C2,alchemilloides,17,4,12,11,6,0.275,0.28,0.196,9.57,8.5,1.6,2.6,0.9,7.9,0.18,2,0.042,0.03,283.333,0.003529412,51.83627878,1.625,5.547619048,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C2,alchemilloides,17,5,13,22,17,0.579,0.57,0.36,19.53,17.55,2.5,3.2,1.17,11.2,0.161,2.5,0.076,0.056,313.393,0.003190883,293.7389131,1.28,6.618421053,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C2,alchemilloides,17,6,17,15,15,0.325,0.324,0.22,16.91,15.4,2.5,3.6,0.85,12,0.132,2,0.036,0.024,641.667,0.001558442,176.7145868,1.44,8.027777778,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C2,alchemilloides,17,7,15,19,15,0.363,0.364,0.27,12.88,12.23,3,3.4,0.96,8.6,0.16,2.5,0.052,0.04,305.75,0.003270646,223.8384766,1.133333333,5.980769231,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C2,alchemilloides,17,8,12,12,10,0.229,0.238,0.154,10.44,8.3,2.2,2.9,0.75,9.2,0.118,2,0.032,0.022,377.273,0.002650602,94.24777961,1.318181818,6.15625,1
.,2012,De Hoop NR: Potberg - Klipspringer Trail 2,20.53601,-34.37714,Cape_Nature,234,.,alchemilloides,1733,1733,15,26,23,0.268,0.27,0.176,9.98,8.83,1.8,3,0.72,8.9,0.418,.,0.043,0.026,339.6153846,0.002944507,469.6681017,1.666666667,5.23255814,1
.,2012,De Hoop NR: Potberg - Klipspringer Trail 4,20.53601,-34.37714,Cape_Nature,234,.,alchemilloides,1734,1734,25,20,18,0.277,0.87,0.19,10.56,9.35,1.91,2.8,1.15,7.4,0.389,.,0.043,0.029,322.4137931,0.003101604,282.7433388,1.463669629,5.441860465,1
.,2012,De Hoop NR: Potberg - Klipspringer Trail 4,20.53601,-34.37714,Cape_Nature,234,.,alchemilloides,1735,1735,28,28,15,0.515,0.528,0.296,19.63,17.43,1.94,3.6,1.01,13,0.388,.,0.072,0.044,396.1363636,0.002524383,329.8672286,1.85854414,6.152777778,1
.,2012,De Hoop NR: Potberg - Klipspringer Trail 4,20.53601,-34.37714,Cape_Nature,234,.,alchemilloides,1736,1736,25,28,24,0.409,0.417,0.281,16.76,15.31,1.65,3.5,1.2,8.2,0.403,.,0.056,0.039,392.5641026,0.002547355,527.7875658,2.121212121,6.303571429,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A2a,alternans,101,1,.,.,.,0.086,0.084,.,.,1.27,0.1,1.1,.,.,0.406,1.5,0.022,.,.,.,.,11,2.909090909,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A2a,alternans,101,2,.,.,.,0.12,0.12,.,.,1.78,0.1,1.2,.,.,0.55,1.5,0.024,.,.,.,.,12,4,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A2a,alternans,101,3,.,.,.,0.248,0.24,.,.,2.89,0.1,1.9,.,.,0.396,1.5,0.04,.,.,.,.,19,5.2,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A2a,alternans,101,4,.,.,.,0.086,0.084,.,.,1.6,0.1,1.6,.,.,0.309,1.5,0.014,.,.,.,.,16,5.142857143,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A2a,alternans,101,5,.,.,.,0.378,0.37,.,.,6.31,0.2,3.1,.,.,0.555,1,0.046,.,.,.,.,15.5,7.217391304,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A2a,alternans,101,6,.,.,.,0.2,0.194,.,.,4.74,0.1,2.4,.,.,0.484,1,0.022,.,.,.,.,24,8.090909091,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A2a,alternans,101,7,.,.,.,0.086,0.08,.,.,0.79,0.1,0.6,.,.,0.503,0.5,0.008,.,.,.,.,6,9.75,1
8/20/2011,2011,Cederberg_NR:_Pakhuis_Pass_-_Leipoldt's_grave,18.98333333,-32.13333333,Cedarberg,PL_1063,A2a,alternans,101,8,.,.,.,0.074,0.066,.,.,0.9,0.1,0.7,.,.,0.759,0.5,0.012,.,.,.,.,7,5.166666667,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_1,18.96358,-34.31865,Kogelberg,PL_1050,A1,althaeoides,76,1,5,18,23,0.38,0.392,0.244,9.38,8.43,3,3.8,1.02,5,0.259,1.5,0.05,0.04,210.75,0.004744958,325.1548396,1.266666667,6.6,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_3,18.94836,-34.31643,Kogelberg,PL_1053,A1,althaeoides,79,1,5,28,25,0.58,0.616,0.358,12.2,10.49,2.8,4.2,1.23,6.9,0.284,1.5,0.08,0.06,174.833,0.005719733,549.7787144,1.5,6.25,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_1,18.96358,-34.31865,Kogelberg,PL_1050,A1,althaeoides,76,2,5,25,21,0.462,0.502,0.268,10.77,9.22,2.8,4.1,1.94,6.6,0.265,1.5,0.062,0.042,219.524,0.004555315,412.3340358,1.464285714,6.451612903,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_3,18.94836,-34.31643,Kogelberg,PL_1053,A1,althaeoides,79,2,3,33,23,0.312,0.328,0.256,9.42,8.82,2.6,3.6,1.32,3.1,0.219,1.5,0.05,0.042,210,0.004761905,596.117206,1.384615385,5.24,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_1,18.96358,-34.31865,Kogelberg,PL_1050,A1,althaeoides,76,3,4,25,23,0.376,0.396,0.268,9.14,8.21,3,3.7,1.29,5.4,0.292,1,0.054,0.044,186.591,0.005359318,451.603944,1.233333333,5.962962963,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_3,18.94836,-34.31643,Kogelberg,PL_1053,A1,althaeoides,79,3,2.5,18,16,0.342,0.362,0.22,9.33,8.37,2.6,3.8,1.4,5.2,0.238,1,0.048,0.034,246.176,0.004062127,226.1946711,1.461538462,6.125,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_1,18.96358,-34.31865,Kogelberg,PL_1050,A1,althaeoides,76,4,4,30,29,0.316,0.336,0.212,11.17,7.31,2.6,3.8,0.55,4.5,0.27,1.5,0.052,0.042,174.048,0.005745554,683.2964022,1.461538462,5.076923077,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_3,18.94836,-34.31643,Kogelberg,PL_1053,A1,althaeoides,79,4,6,28,22,0.368,0.4,0.288,11.47,10.77,3.6,4.1,2.01,4,0.241,1,0.06,0.048,224.375,0.004456825,483.8052687,1.138888889,5.133333333,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_1,18.96358,-34.31865,Kogelberg,PL_1050,A1,althaeoides,76,5,3,14,13,0.172,0.178,0.12,5.17,4.51,2,2.7,0.58,3.5,0.254,1,0.022,0.018,250.556,0.003991131,142.9424657,1.35,6.818181818,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_3,18.94836,-34.31643,Kogelberg,PL_1053,A1,althaeoides,79,5,4,24,18,0.194,0.212,0.16,5.72,5.28,1.9,3,1.07,2.6,0.267,1,0.032,0.028,188.571,0.00530303,339.2920066,1.578947368,5.0625,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_1,18.96358,-34.31865,Kogelberg,PL_1050,A1,althaeoides,76,6,3,19,16,0.26,0.274,0.176,6.28,5.62,2.3,2.9,1.03,4.3,0.29,1,0.038,0.03,187.333,0.005338078,238.7610417,1.260869565,5.842105263,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_3,18.94836,-34.31643,Kogelberg,PL_1053,A1,althaeoides,79,6,8,28,27,0.316,0.348,0.242,9.19,8.48,2.7,4,0.94,4,0.266,1,0.056,0.044,192.727,0.005188679,593.7610115,1.481481481,4.642857143,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_1,18.96358,-34.31865,Kogelberg,PL_1050,A1,althaeoides,76,7,4,23,24,0.196,0.212,0.16,6.15,5.65,1.9,2.6,0.62,2.6,0.198,1.5,0.032,0.026,217.308,0.00460177,433.5397862,1.368421053,5.125,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_3,18.94836,-34.31643,Kogelberg,PL_1053,A1,althaeoides,79,7,4,15,12,0.166,.,0.134,4.89,4.51,2.1,2.6,0.82,2.3,0.273,1,0.032,0.026,173.462,0.005764967,141.3716694,1.238095238,4.1875,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_1,18.96358,-34.31865,Kogelberg,PL_1050,A1,althaeoides,76,8,6,21,21,0.36,0.374,0.236,9.51,8.34,2.8,3.4,1.58,5.5,0.265,1,0.054,0.04,208.5,0.004796163,346.3605901,1.214285714,5.666666667,1
8/10/2011,2011,Kogelberg_NR:_Palmiet_trail_3,18.94836,-34.31643,Kogelberg,PL_1053,A1,althaeoides,79,8,3,14,14,0.182,0.192,0.148,5.57,5.12,1.6,2.9,0.91,2.5,0.293,1,0.034,0.03,170.667,0.005859375,153.93804,1.8125,4.352941176,1
.,2012,Kamieskroon: Arkoep Farm 1,17.93356,-30.14128,Northern_Cape,106,.,antidysentericum,1589,1589,80,207,155,0.0165,0.017,.,0.708,0.7083,0.53,0.7,0.39,0.9,0.25,.,.,0.00544,130.1020408,0.007680361,25199.50007,1.320754717,.,1
.,2012,Kamieskroon: Arkoep Farm 1,17.93356,-30.14128,Northern_Cape,106,.,antidysentericum,1590,1590,100,120,125,0.0302,0.0154,.,0.698,0.6975,0.57,0.6,0.29,1.2,0.229,.,.,0.00394,177.1428571,0.005648746,11780.97245,1.052631579,.,1
.,2012,Kamieskroon: Arkoep Farm 1,17.93356,-30.14128,Northern_Cape,106,.,antidysentericum,1591,1591,110,152,147,0.0225,0.011,.,0.431,0.431,0.3,0.6,0.5,1,0.209,.,.,0.0034,126.7647059,0.007888631,17548.93656,2,.,1
.,2012,Kamieskroon: Arkoep Farm 1,17.93356,-30.14128,Northern_Cape,106,.,antidysentericum,1592,1592,98,170,140,0.0272,0.0134,.,0.504,0.5044,0.32,0.5,0.37,0.8,0.233,.,.,0.00461,109.3975904,0.009139572,18692.47629,1.5625,.,1
.,2012,Kamieskroon: Arkoep Farm 1,17.93356,-30.14128,Northern_Cape,106,.,antidysentericum,1593,1593,112,203,184,0.046,0.056,0.053,2.61,2.49,0.24,1.2,0.63,1.4,2.51,.,0.016,0.015,166,0.006024096,29336.1922,4.918032787,1.875,1
.,2012,Kamieskroon: Arkoep Farm 1,17.93356,-30.14128,Northern_Cape,106,.,antidysentericum,1594,1594,118,218,164,0.024,0.032,0.028,1.59,1.52,0.76,1,0.53,1,0.264,.,0.007,0.006,253.3333333,0.003947368,28079.55514,1.315789474,2.428571429,1
.,2012,Kamieskroon: Arkoep Farm 1,17.93356,-30.14128,Northern_Cape,106,.,antidysentericum,1595,1595,88,140,144,0.041,0.044,0.038,2.53,2.24,0.63,1,0.53,1.8,0.214,.,0.011,0.009,248.8888889,0.004017857,15833.62697,1.587301587,2.727272727,1
.,2012,Kamieskroon: Arkoep Farm 1,17.93356,-30.14128,Northern_Cape,106,.,antidysentericum,1596,1596,118,183,141,0.048,0.05,0.044,3.13,3.04,0.58,1.4,0.51,1.2,0.184,.,0.012,0.011,276.3636364,0.003618421,20265.62881,2.430555556,3,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,aridicola,1,1,1,5.5,4,0.096,.,0.092,.,4.892,1.14,2.53,0.41,0.87,.,0,0.018,0.016,305.7490625,0.003270646,17.27875959,2.219298246,4.333333333,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,aridicola,2,2,2.5,7,4,0.088,.,0.078,.,3.7045,0.84,2.06,0.72,2.47,0.228,0,0.02,0.019,194.9719474,0.005128897,21.99114858,2.452380952,3.4,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,aridicola,3,3,6.5,7,4.5,0.132,.,0.11,.,7.1395,1.3,4.12,0.58,4.53,0.167,0,0.028,0.028,254.9836786,0.003921843,24.74004215,3.169230769,3.714285714,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,aridicola,4,4,6,10,5,0.142,.,0.136,.,6.5686,1.03,3.74,1.03,1.99,0.218,0,0.024,0.024,273.691125,0.003653747,39.26990817,3.631067961,4.916666667,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,aridicola,5,5,4.5,7,5,0.096,.,0.086,.,4.3131,1.28,3.36,0.78,2.54,0.235,0,0.018,0.018,239.6182222,0.004173332,27.48893572,2.625,4.333333333,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,aridicola,6,6,5,10,8,0.106,.,0.106,.,5.4767,1.44,2.44,0.86,4.56,0.249,0,0.014,0.014,391.1950714,0.002556284,62.83185307,1.694444444,6.571428571,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,aridicola,7,7,2.5,6,6,0.11,.,0.1,.,4.3067,1.2,2.65,0.88,2.01,0.252,0,0.026,0.026,165.6409615,0.006037105,28.27433388,2.208333333,3.230769231,1
.,2012,Kamiesberg: 1 km N of Leliefontein,18.0685,-30.30512,Northern_Cape,278,.,articulatum,1,1,6,20,15,0.574,.,0.518,.,22.6449,2.54,5.07,0.87,6.82,0.269,3,0.106,0.096,235.8839375,0.004239365,235.619449,1.996062992,4.41509434,1
.,2012,Kamiesberg: 1 km N of Leliefontein,18.0685,-30.30512,Northern_Cape,278,.,articulatum,2,2,18,26,22,0.39,.,0.292,.,14.3527,1.44,3.77,0.91,12.43,0.272,3,0.078,0.056,256.2982143,0.003901705,449.2477495,2.618055556,4,1
.,2012,Kamiesberg: 1 km N of Leliefontein,18.0685,-30.30512,Northern_Cape,278,.,articulatum,3,3,13,18,11,0.394,.,0.318,.,17.2521,1.78,4.56,0.81,11.46,0.223,3,0.074,0.054,319.4830185,0.003130054,155.5088364,2.561797753,4.324324324,1
.,2012,Kamiesberg: 1 km N of Leliefontein,18.0685,-30.30512,Northern_Cape,278,.,articulatum,4,4,15,26,23,0.472,.,0.396,.,19.1088,2.03,4.36,0.68,11.83,0.224,3,0.096,0.076,251.4316447,0.003977225,469.6681017,2.147783251,3.916666667,1
.,2012,Kamiesberg: 1 km N of Leliefontein,18.0685,-30.30512,Northern_Cape,278,.,articulatum,5,5,12,18,12,0.346,.,0.264,.,15.1327,1.65,3.72,0.76,11.3,0.206,3,0.061,0.046,328.9721739,0.003039775,169.6460033,2.254545455,4.672131148,1
.,2012,Kamiesberg: 1 km N of Leliefontein,18.0685,-30.30512,Northern_Cape,278,.,articulatum,6,6,3,6,7,0.202,.,0.146,.,6.2369,1.12,2.08,1.1,4.94,0.291,3,0.048,0.038,164.1278158,0.00609277,32.98672286,1.857142857,3.208333333,1
.,2012,Kamiesberg: 1 km N of Leliefontein,18.0685,-30.30512,Northern_Cape,278,.,articulatum,7,7,3,8,4,0.102,.,0.078,.,3.9916,0.87,2.12,0.68,3.9,0.303,3,0.022,0.018,221.7553889,0.00450947,25.13274123,2.436781609,3.636363636,1
.,2012,Kamiesberg: 1 km N of Leliefontein,18.0685,-30.30512,Northern_Cape,278,.,articulatum,8,8,8,13,9,0.6,.,0.52,.,24.9429,2.15,4.25,0.91,7.98,0.242,2.5,0.126,0.11,226.7537091,0.004410073,91.89158512,1.976744186,3.761904762,1
.,2012,Kamieskroon: Arkoep Farm 3,17.9328,-30.13673,Northern_Cape,108,.,barklyi,1573,1573,3,15,9,0.502,0.527,0.467,20.5,19.83,2.9,2.9,1.24,4.2,0.216,.,0.078,0.068,291.6176471,0.003429148,106.0287521,1,5.435897436,1
.,2012,Kamieskroon: Arkoep Farm 3,17.9328,-30.13673,Northern_Cape,108,.,barklyi,1574,1574,12,25,20,0.84,0.871,0.779,39.26,38.06,4.5,4.5,0.5,7.1,0.213,.,0.084,0.072,528.6111111,0.00189175,392.6990817,1,9,1
.,2012,Kamieskroon: Arkoep Farm 3,17.9328,-30.13673,Northern_Cape,108,.,barklyi,1575,1575,9,15,9,0.443,0.471,0.371,22.26,21.11,2.5,3.3,0.56,7.7,0.191,.,0.058,0.053,398.3018868,0.002510658,106.0287521,1.32,6.637931034,1
.,2012,Kamieskroon: Arkoep Farm 3,17.9328,-30.13673,Northern_Cape,108,.,barklyi,1576,1576,7,15,8,0.406,0.425,0.374,18.6,17.96,2,2.7,1.02,4,0.199,.,0.047,0.044,408.1818182,0.002449889,94.24777961,1.35,7.638297872,1
.,2012,Kamieskroon: Arkoep Farm 3,17.9328,-30.13673,Northern_Cape,108,.,barklyi,1579,1579,5,33,9,0.86,0.953,0.838,40.29,39.05,3.5,4.2,1.03,7,0.232,.,0.097,0.084,464.8809524,0.002151088,233.2632545,1.2,7.865979381,1
7/25/2011,2011,De_Hoop_NR::_Lekkerwater_1,20.63054,-34.43919,De_Hoop,PL_1001,A1,betulinum,5,1,54,28,50,0.218,0.228,0.222,3.54,3.5,2.1,2.4,1.36,0.25,0.599,0,0.044,0.042,83.333,0.012,1099.557429,1.142857143,3.954545455,1
7/25/2011,2011,De_Hoop_NR::_Lekkerwater_1,20.63054,-34.43919,De_Hoop,PL_1001,A1,betulinum,5,2,37,19,8,0.152,0.154,0.152,1.9,1.8,1.7,1.4,1.35,0.5,0.719,0,0.034,0.032,56.25,0.017777778,119.3805208,0.823529412,3.470588235,1
7/25/2011,2011,De_Hoop_NR::_Lekkerwater_1,20.63054,-34.43919,De_Hoop,PL_1001,A1,betulinum,5,3,42,16,8,0.196,0.202,0.196,3.15,3.05,1.7,2.7,1.62,0.4,0.586,0,0.042,0.038,80.263,0.012459016,100.5309649,1.588235294,3.666666667,1
7/25/2011,2011,De_Hoop_NR::_Lekkerwater_1,20.63054,-34.43919,De_Hoop,PL_1001,A1,betulinum,5,4,44,24,10,0.278,0.276,0.266,4.1,3.97,2.5,2.2,1.18,0.6,0.595,0,0.058,0.056,70.893,0.014105793,188.4955592,0.88,3.793103448,1
7/25/2011,2011,De_Hoop_NR::_Lekkerwater_1,20.63054,-34.43919,De_Hoop,PL_1001,A1,betulinum,5,5,44,17,36,0.138,0.14,0.136,2.42,2.36,1.9,1.6,1.23,0.4,0.538,0,0.028,0.026,90.769,0.011016949,480.663676,0.842105263,3.928571429,1
7/25/2011,2011,De_Hoop_NR::_Lekkerwater_1,20.63054,-34.43919,De_Hoop,PL_1001,A1,betulinum,5,6,32,33,37,0.264,0.272,0.26,4.2,4.02,2.4,2.4,2.01,0.4,0.605,0,0.052,0.054,74.444,0.013432836,958.9711575,1,4.076923077,1
7/25/2011,2011,De_Hoop_NR::_Lekkerwater_1,20.63054,-34.43919,De_Hoop,PL_1001,A1,betulinum,5,7,28,30,26,0.35,0.368,0.352,6,5.34,3,2.6,1.71,0.6,0.582,0,0.08,0.078,68.462,0.014606742,612.6105675,0.866666667,3.375,1
7/25/2011,2011,De_Hoop_NR::_Lekkerwater_1,20.63054,-34.43919,De_Hoop,PL_1001,A1,betulinum,5,8,42,31,38,0.292,0.306,0.294,4.02,3.92,2.4,2.2,1.03,0.6,0.635,0,0.056,0.054,72.593,0.01377551,925.1990365,0.916666667,4.214285714,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,bubonifolium,1,1,12,10,4,0.432,.,0.398,.,12.0463,0.23,8.75,1.04,3.21,0.129,1.5,0.078,0.072,167.3090417,0.005976939,31.41592654,38.04347826,4.538461538,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,bubonifolium,2,2,9,9,7,0.138,.,0.126,.,4.8381,0.15,5.48,0.83,2.88,0.24,1.5,0.026,0.024,201.588375,0.004960625,49.48008429,36.53333333,4.307692308,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,bubonifolium,3,3,10,10,5,0.266,.,0.242,.,7.7841,0.2,8.36,0.98,2.91,0.179,1.5,0.06,0.052,149.6945,0.006680284,39.26990817,41.8,3.433333333,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,bubonifolium,4,4,12,10,4,0.356,.,0.322,.,17.1367,0.29,9.84,1.2,3.16,0.214,1.5,0.074,0.068,252.0109118,0.003968092,31.41592654,33.93103448,3.810810811,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,bubonifolium,5,5,10,4,4,0.316,.,0.266,.,13.7261,1.03,7.91,1.07,4.98,0.127,1.5,0.06,0.052,263.9631538,0.003788403,12.56637061,7.67961165,4.266666667,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,bubonifolium,6,6,13,12,11,0.308,.,0.248,.,8.3213,0.25,8.56,1.25,5.11,0.145,1.5,0.06,0.049,169.8227755,0.005888503,103.6725576,34.24,4.133333333,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,bubonifolium,7,7,6,5,3,0.258,.,0.228,.,5.8019,0.18,5.25,1.05,1.81,0.151,1.5,0.062,0.059,98.33771186,0.010169083,11.78097245,29.16666667,3.161290323,1
.,2012,Springbok: Ezelsfontein River,17.71033,-29.70146,Northern_Cape,270,.,bubonifolium,8,8,15,5,4,0.376,.,0.348,.,14.9177,0.28,9.57,1.01,3.25,0.16,1.5,0.062,0.056,266.3877179,0.00375393,15.70796327,34.17857143,5.064516129,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C1,candicans,16,1,25,12,23,0.363,0.374,0.256,14,16.64,1.5,4.3,1.05,8,0.158,1,0.096,0.074,224.865,0.004447115,216.7698931,2.866666667,2.78125,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C1,candicans,16,2,33,10,9,0.254,0.256,0.174,4.23,3.2,1,3.9,1.23,7.7,0.152,1,0.072,0.056,57.143,0.0175,70.68583471,3.9,2.527777778,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C1,candicans,16,3,19,15,22,0.257,0.276,0.188,10.38,9.28,1.3,4.1,1.61,7.8,0.148,1,0.072,0.056,165.714,0.006034483,259.1813939,3.153846154,2.569444444,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C1,candicans,16,4,38,25,14,0.21,0.212,0.166,8.89,8.18,1.2,3.1,0.86,5.6,0.17,1,0.062,0.052,157.308,0.006356968,274.8893572,2.583333333,2.387096774,1
7/27/2011,2011,De_Hoop_NR:_Potberg_-_Klipspringer_Trail_4,20.53583333,-34.37722222,De_Hoop,PL_1009,C1,candicans,16,5,17.5,8,6,0.094,0.098,0.07,1.94,1.41,0.9,2.4,0.61,5.3,0.155,1,0.024,0.016,88.125,0.011347518,37.69911184,2.666666667,2.916666667,1
