Date,year,Site_location,LONGITUDE,LATITUDE,Region,Site_number,Clade,Species_name,Collection_no,Plant_no,Height,Canopy_1,Canopy_2,fwt_lam_pet,swt_lam_pet,swt_lam,area_lam_pet,area_lam,lam_width,lam_length,petiole_width,petiole_length,lamina_thickness,hairiness,dwt_lam_pet,dwt_lam,SLA,LMA,Canopy_area,LWratio,FWC,genus
8/21/2011,2011,Cederberg_NR:_Rd_from_Algeria_to_Cederberg_3,19.16973,-32.45494,Cedarberg,PL_1065,A1,crispum,108,3,46,110,113,0.084,0.084,0.078,1.48,1.31,0.2,1.1,6.48,1.3,0.851,.,0.028,0.026,50.385,0.019847328,9762.499171,5.5,2,1
8/21/2011,2011,Cederberg_NR:_Rd_from_Algeria_to_Cederberg_3,19.16973,-32.45494,Cedarberg,PL_1065,A1,crispum,108,4,43,111,100,0.054,0.094,0.092,1.09,0.97,0.2,1.1,6.48,0.7,0.591,.,0.018,0.016,60.625,0.016494845,8717.919614,5.5,2,1
8/21/2011,2011,Cederberg_NR:_Rd_from_Algeria_to_Cederberg_3,19.16973,-32.45494,Cedarberg,PL_1065,A1,crispum,108,5,40,44,39,0.046,0.046,0.04,0.8,0.73,0.1,0.9,6.48,0.6,0.532,.,0.016,0.014,52.143,0.019178082,1347.743248,9,1.875,1
8/21/2011,2011,Cederberg_NR:_Rd_from_Algeria_to_Cederberg_3,19.16973,-32.45494,Cedarberg,PL_1065,A1,crispum,108,6,58,117,120,0.046,0.048,0.042,0.89,0.79,0.1,0.7,6.77,0.8,0.902,.,0.018,0.018,43.889,0.02278481,11026.99021,7,1.555555556,1
8/21/2011,2011,Cederberg_NR:_Rd_from_Algeria_to_Cederberg_3,19.16973,-32.45494,Cedarberg,PL_1065,A1,crispum,108,7,35,30,28,0.078,0.086,0.076,1.36,1.23,0.1,0.9,6.22,0.9,0.698,.,0.026,0.024,51.25,0.019512195,659.7344573,9,2,1
8/21/2011,2011,Cederberg_NR:_Rd_from_Algeria_to_Cederberg_3,19.16973,-32.45494,Cedarberg,PL_1065,A1,crispum,108,8,52,82,93,0.058,0.064,0.056,0.99,0.88,0.1,0.8,6.8,1,0.524,.,0.022,0.02,44,0.022727273,5989.446394,8,1.636363636,1
.,2012,Springbok: Naries Overlook,17.66191,-29.67165,Northern_Cape,222,.,crithmifolium,1557,1557,41,51,25,0.6,0.641,0.484,5.29,4.41,0.23,5.2,2.64,2.6,0.783,.,0.075,0.061,72.29508197,0.0138322,1001.382658,22.4137931,7,1
.,2012,Springbok: Naries Overlook,17.66191,-29.67165,Northern_Cape,222,.,crithmifolium,1558,1558,39,62,61,0.331,0.372,0.294,5.31,4.58,0.19,6.2,1.64,2.8,0.486,.,0.029,0.024,190.8333333,0.005240175,2970.375854,31.95876289,10.4137931,1
.,2012,Springbok: Naries Overlook,17.66191,-29.67165,Northern_Cape,222,.,crithmifolium,1559,1559,39,50,70,0.17,0.18,0.14,2.25,1.86,0.02,3,1.58,1.9,0.782,.,0.024,0.02,93,0.010752688,2748.893572,200,6.083333333,1
.,2012,Springbok: Naries Overlook,17.66191,-29.67165,Northern_Cape,222,.,crithmifolium,1560,1560,53,102,86,0.3,0.317,0.281,3.1,2.72,0.18,4.4,1.83,1.3,0.635,.,0.04,0.038,71.57894737,0.013970588,6889.512689,24.58100559,6.5,1
.,2012,Springbok: Naries Overlook,17.66191,-29.67165,Northern_Cape,222,.,crithmifolium,1561,1561,55,86,94,0.06,0.064,0.052,0.79,0.63,0.19,2.2,1.49,0.7,0.767,.,0.01,0.009,70,0.014285714,6349.158753,11.64021164,5,1
.,2012,Springbok: Naries Overlook,17.66191,-29.67165,Northern_Cape,222,.,crithmifolium,1562,1562,42,93,49,0.431,0.46,0.363,4.37,4.18,0.1,4,1.73,1.2,0.476,.,0.056,0.043,97.20930233,0.010287081,3579.059431,40,6.696428571,1
.,2012,Springbok: Naries Overlook,17.66191,-29.67165,Northern_Cape,222,.,crithmifolium,1563,1563,32,55,69,0.209,0.22,0.188,2.52,2.14,0.1,4,1.73,1.2,0.832,.,0.029,0.027,79.25925926,0.012616822,2980.58603,40,6.206896552,1
.,2012,Springbok: Naries Overlook,17.66191,-29.67165,Northern_Cape,222,.,crithmifolium,1564,1564,28,42,51,0.283,0.304,0.256,3.05,2.74,0.1,3.6,1.11,1.6,0.659,.,0.039,0.037,74.05405405,0.01350365,1682.322866,36,6.256410256,1
8/10/2011,2011,Kogelberg_NR_1,18.96687,-34.3246,Kogelberg,PL_1048,A1,cucullatum,74,1,12,28,32,4.052,4.338,3.298,79.36,76.25,6.3,9,4.6,5.2,0.35,2.5,0.572,0.494,154.352,0.006478689,703.7167544,1.428571429,6.083916084,1
8/10/2011,2011,Kogelberg_NR_1,18.96687,-34.3246,Kogelberg,PL_1048,A1,cucullatum,74,2,28,46,43,5.436,5.63,4.136,84.93,80.37,7.2,9,3.98,8.9,0.33,2.5,0.912,0.752,106.875,0.009356725,1553.517567,1.25,4.960526316,1
8/10/2011,2011,Kogelberg_NR_1,18.96687,-34.3246,Kogelberg,PL_1048,A1,cucullatum,74,3,25,32,32,6.934,7.446,5.792,167.69,162.93,7.3,10,5.26,8,0.33,2.5,1.062,0.92,177.098,0.005646597,804.2477193,1.369863014,5.529190207,1
8/10/2011,2011,Kogelberg_NR_1,18.96687,-34.3246,Kogelberg,PL_1048,A1,cucullatum,74,4,20,28,29,5.066,5.462,3.886,92.36,87.85,6.5,6.8,5.29,7.2,0.327,2.5,0.892,0.654,134.327,0.007444508,637.7433087,1.046153846,4.679372197,1
8/10/2011,2011,Kogelberg_NR_1,18.96687,-34.3246,Kogelberg,PL_1048,A1,cucullatum,74,5,16,36,34,6.168,6.29,4.252,96.72,90.89,6.9,8.7,5,9.7,0.353,2.5,0.828,0.662,137.296,0.00728353,961.327352,1.260869565,6.449275362,1
8/10/2011,2011,Kogelberg_NR_1,18.96687,-34.3246,Kogelberg,PL_1048,A1,cucullatum,74,6,26,30,36,7.132,7.36,5.096,120.64,114.75,8.7,9.9,5.3,9.6,0.369,2.5,1.118,0.766,149.804,0.006675381,848.2300165,1.137931034,5.379248658,1
8/10/2011,2011,Kogelberg_NR_1,18.96687,-34.3246,Kogelberg,PL_1048,A1,cucullatum,74,7,19,34,42,2.35,2.456,1.832,49.56,46.88,5.2,6.5,2.9,7.5,0.307,1.5,0.334,0.274,171.095,0.00584471,1121.548577,1.25,6.035928144,1
8/10/2011,2011,Kogelberg_NR_1,18.96687,-34.3246,Kogelberg,PL_1048,A1,cucullatum,74,8,18,29,22,3.342,3.432,2.5,59.19,56.15,6,7,3.72,6.7,0.328,2,0.536,0.424,132.429,0.007551202,501.0840282,1.166666667,5.235074627,1
8/12/2011,2011,Rooisand,19.09916667,-34.34583333,Kogelberg,PL_1057,A1,cucullatum,86,1,110,86,75,2.394,2.568,2.166,40.95,39.61,5.4,5.8,3.85,2.4,0.387,3,0.465,0.427,92.763,0.010780106,5065.818154,1.074074074,4.148387097,1
8/12/2011,2011,Rooisand,19.09916667,-34.34583333,Kogelberg,PL_1057,A1,cucullatum,86,2,91,114,103,1.636,1.758,1.426,26.23,24.5,4.2,4.5,3.23,2.6,0.404,3,0.339,0.299,81.94,0.012204082,9222.145235,1.071428571,3.825958702,1
8/12/2011,2011,Rooisand,19.09916667,-34.34583333,Kogelberg,PL_1057,A1,cucullatum,86,3,113,76,78,1.988,2.11,1.714,27.97,26.36,4.3,5.2,3.65,2.8,0.416,3,0.414,0.366,72.022,0.013884674,4655.840313,1.209302326,3.801932367,1
8/12/2011,2011,Rooisand,19.09916667,-34.34583333,Kogelberg,PL_1057,A1,cucullatum,86,4,102,93,58,1.592,1.694,1.38,28.97,27.63,4.4,4.9,2.94,3.1,0.353,3,0.309,0.273,101.209,0.009880565,4236.437693,1.113636364,4.15210356,1
8/12/2011,2011,Rooisand,19.09916667,-34.34583333,Kogelberg,PL_1057,A1,cucullatum,86,5,122,125,113,1.528,1.598,1.372,29.54,28.49,4.5,4.9,2.67,2.6,0.47,3,0.343,0.31,91.903,0.010881011,11093.74906,1.088888889,3.454810496,1
8/12/2011,2011,Rooisand,19.09916667,-34.34583333,Kogelberg,PL_1057,A1,cucullatum,86,6,110,79,47,3.166,3.286,2.746,48.07,45.97,5.9,6.5,4.02,2.8,0.451,3,0.616,0.547,84.04,0.011899065,2916.183381,1.101694915,4.13961039,1
8/12/2011,2011,Rooisand,19.09916667,-34.34583333,Kogelberg,PL_1057,A1,cucullatum,86,7,87,57,46,3.488,3.536,2.748,67.94,65.08,6.2,7,4.01,5,0.362,3,0.651,0.565,115.186,0.008681623,2059.313984,1.129032258,4.357910906,1
8/12/2011,2011,Rooisand,19.10107,-34.34211,Kogelberg,PL_1057,A1,cucullatum,86,8,94,109,90,2.062,2.098,1.7,35.61,34.05,5.3,5.6,3.6,2.9,0.336,3,0.432,0.381,89.37,0.011189427,7704.755983,1.056603774,3.773148148,1
.,2012,Rooisand,19.09926,-34.3459,Cape_Nature,214,.,cucullatum,1773,1773,90,48,42,1.076,1.267,967,.,23.0107,3.6,4.158,3.1,3.1,0.519,.,0.226,0.196,117.4015306,0.008517777,1583.362697,1.154679256,3.761061947,1
.,2012,Rooisand,19.09926,-34.3459,Cape_Nature,214,.,cucullatum,1775,1775,72,80,90,1.433,1.608,1.375,.,24.6278,4.17,5.4085,3.6,1.7,1.32,.,0.303,0.277,88.90902527,0.011247452,5654.866776,1.297313504,3.729372937,1
.,2012,Rooisand,19.09926,-34.3459,Cape_Nature,214,.,cucullatum,1776,1776,116,129,98,2.179,2.401,2.08,.,38.0873,5.37,6.0736,2.6,2,2.078,.,0.449,0.414,91.99830918,0.010869765,9929.003582,1.130603127,3.853006682,1
.,2012,Rooisand,19.09926,-34.3459,Cape_Nature,214,.,cucullatum,1778,1778,72,138,300,4.199,4.407,3.515,78.027,75.1679,6.54,7.866233,4.3,5.8,3.511,.,0.725,0.629,119.5038347,0.008367934,32515.48396,1.202351654,4.791724138,1
.,2012,Rooisand,19.09926,-34.3459,Cape_Nature,214,.,cucullatum,1780,1780,132,141,155,1.761,1.926,1.599,37.935,36.504,5.19,5.7741,3.4,2.8,1.598,.,0.362,0.329,110.9544742,0.009012711,17164.87686,1.113306794,3.864640884,1
.,2012,Kamieskroon: Arkoep Farm 2,17.93279,-30.13871,Northern_Cape,107,.,dasyphyllum,1581,1581,30,67,40,0.132,0.142,0.134,1.84,1.72,0.16,2.3,0.71,1,0.566,.,0.03,0.029,59.31034483,0.016860465,2104.867078,14.375,3.4,1
.,2012,Kamieskroon: Arkoep Farm 2,17.93279,-30.13871,Northern_Cape,107,.,dasyphyllum,1582,1582,36,60,43,0.225,0.245,0.217,3.53,3.27,0.19,4.5,1.02,2,0.683,.,0.056,0.049,66.73469388,0.014984709,2026.327262,23.68421053,3.017857143,1
.,2012,Kamieskroon: Arkoep Farm 2,17.93279,-30.13871,Northern_Cape,107,.,dasyphyllum,1583,1583,32,41,51,0.093,0.105,0.095,1.54,1.35,0.19,4,1.1,1.3,0.404,.,0.017,0.015,90,0.011111111,1642.26756,21.05263158,4.470588235,1
.,2012,Kamieskroon: Arkoep Farm 2,17.93279,-30.13871,Northern_Cape,107,.,dasyphyllum,1584,1584,35,52,64,0.199,0.229,0.21,2.39,2.17,0.21,4,1.4,1.2,0.561,.,0.04,0.036,60.27777778,0.016589862,2613.805088,19.04761905,3.975,1
.,2012,Kamieskroon: Arkoep Farm 2,17.93279,-30.13871,Northern_Cape,107,.,dasyphyllum,1585,1585,30,50,43,0.112,0.134,0.121,1.67,1.57,0.2,2.8,0.89,0.7,0.484,.,0.025,0.023,68.26086957,0.014649682,1688.606051,14,3.48,1
.,2012,Kamieskroon: Arkoep Farm 2,17.93279,-30.13871,Northern_Cape,107,.,dasyphyllum,1586,1586,31,30,40,0.177,0.2,0.179,2.48,2.23,0.15,3.7,1.33,1.5,0.78,.,0.044,0.041,54.3902439,0.01838565,942.4777961,24.66666667,3.022727273,1
.,2012,Kamieskroon: Arkoep Farm 2,17.93279,-30.13871,Northern_Cape,107,.,dasyphyllum,1587,1587,23,60,49,0.197,0.23,0.207,2.83,2.57,0.14,4.5,1.21,1.5,0.598,.,0.046,0.042,61.19047619,0.016342412,2309.0706,32.14285714,3.282608696,1
.,2012,Kamieskroon: Arkoep Farm 2,17.93279,-30.13871,Northern_Cape,107,.,dasyphyllum,1588,1588,25,78,45,0.119,0.131,0.112,2.21,1.97,0.19,3.5,0.9,1.6,0.628,.,0.023,0.022,89.54545455,0.011167513,2756.747554,18.42105263,4.173913043,1
8/5/2011,2011,Seweweekspoort_1,21.40074,-33.42231,Swartberg,PL_1034,A1,denticulatum,53,1,92,106,124,0.862,0.93,0.804,14.69,14,0.2,6.4,1.95,2.7,0.288,0.5,0.229,0.205,68.293,0.014642857,10323.27346,32,2.76419214,1
8/5/2011,2011,Seweweekspoort_1,21.40074,-33.42231,Swartberg,PL_1034,A1,denticulatum,53,2,99,150,144,0.392,0.426,0.392,6.68,6.41,0.2,5.1,1.41,1.1,0.352,0.5,0.12,0.109,58.807,0.01700468,16964.60033,25.5,2.266666667,1
8/5/2011,2011,Seweweekspoort_1,21.40074,-33.42231,Swartberg,PL_1034,A1,denticulatum,53,3,110,161,139,0.446,0.486,0.456,7.011,7.73,0.3,6.2,1.19,0.9,0.365,0.5,0.152,0.143,54.056,0.018499353,17576.4255,20.66666667,1.934210526,1
8/5/2011,2011,Seweweekspoort_1,21.40074,-33.42231,Swartberg,PL_1034,A1,denticulatum,53,4,106,208,197,0.44,0.492,0.45,8.67,8.4,0.1,6.5,1.19,1.6,0.353,0.5,0.138,0.127,66.142,0.015119048,32182.47514,65,2.188405797,1
8/8/2011,2011,Riversdale:_Little_Karoo_R327_E_of_Gouritz_River_,21.73677,-33.91752,Garcia_Pass,PL_1047,A1,denticulatum,73,1,161,131,107,1.018,1.95,1.082,24.31,23.31,0.2,6.5,2.01,4.1,0.34,1.5,0.266,0.236,98.771,0.01012441,11008.92606,32.5,2.827067669,1
8/8/2011,2011,Riversdale:_Little_Karoo_R327_E_of_Gouritz_River_,21.73677,-33.91752,Garcia_Pass,PL_1047,A1,denticulatum,73,2,123,139,111,0.113,0.138,0.118,4.15,3.91,0.1,3.4,0.96,2,0.23,1.5,0.028,0.024,162.917,0.006138107,12117.90826,34,3.035714286,1
8/8/2011,2011,Riversdale:_Little_Karoo_R327_E_of_Gouritz_River_,21.73677,-33.91752,Garcia_Pass,PL_1047,A1,denticulatum,73,3,127,124,143,0.867,0.918,0.774,17.18,16.24,0.1,6.3,1.52,4.2,0.216,1.5,0.21,0.182,89.231,0.011206897,13926.68023,63,3.128571429,1
8/8/2011,2011,Riversdale:_Little_Karoo_R327_E_of_Gouritz_River_,21.73677,-33.91752,Garcia_Pass,PL_1047,A1,denticulatum,73,4,131,97,66,0.172,0.184,0.158,4.46,4.19,0.1,4.2,0.83,2.1,0.276,1.5,0.048,0.042,99.762,0.010023866,5028.119042,42,2.583333333,1
8/8/2011,2011,Riversdale:_Little_Karoo_R327_E_of_Gouritz_River_,21.73677,-33.91752,Garcia_Pass,PL_1047,A1,denticulatum,73,5,63,34,24,0.104,0.144,0.124,4.05,3.85,0.1,2.8,0.98,1.5,0.178,1.5,0.04,0.036,106.944,0.009350649,640.8849013,28,1.6,1
8/8/2011,2011,Riversdale:_Little_Karoo_R327_E_of_Gouritz_River_,21.73677,-33.91752,Garcia_Pass,PL_1047,A1,denticulatum,73,6,104,46,74,0.133,0.122,0.104,3.49,3.25,0.1,3.7,0.63,2.1,0.253,1.5,0.028,0.026,125,0.008,2673.495348,37,3.75,1
8/8/2011,2011,Riversdale:_Little_Karoo_R327_E_of_Gouritz_River_,21.73677,-33.91752,Garcia_Pass,PL_1047,A1,denticulatum,73,7,131,120,128,0.157,0.178,0.146,4.65,4.27,0.1,3.6,0.49,2.7,0.168,1.5,0.046,0.036,118.611,0.008430913,12063.71579,36,2.413043478,1
8/8/2011,2011,Riversdale:_Little_Karoo_R327_E_of_Gouritz_River_,21.73677,-33.91752,Garcia_Pass,PL_1047,A1,denticulatum,73,8,91,43,30,0.157,0.168,0.146,4.49,4.25,0.1,4.1,0.8,1.8,0.196,1.5,0.052,0.044,96.591,0.010352941,1013.163631,41,2.019230769,1
7/27/2011,2011,De_Hoop_NR:_Main_Rd_6,20.41888333,-34.43446667,De_Hoop,PL_1007,A2b,dipetalum,14,1,10,2,1.2,0.1,0.106,0.084,3.18,3.05,1.3,3.5,0.79,5.4,0.31,0,0.026,0.022,138.636,0.007213115,1.884955592,2.692307692,2.846153846,1
7/27/2011,2011,De_Hoop_NR:_Main_Rd_6,20.41888333,-34.43446667,De_Hoop,PL_1007,A2b,dipetalum,14,2,6,4,2.5,0.13,0.134,0.092,2.93,2.46,0.84,4.4,0.51,5.5,0.699,0,0.034,0.028,87.857,0.011382114,7.853981634,5.238095238,2.823529412,1
7/27/2011,2011,De_Hoop_NR:_Main_Rd_6,20.41888333,-34.43446667,De_Hoop,PL_1007,A2b,dipetalum,14,3,11,11,9,0.176,0.188,0.148,4.24,3.36,1.7,2.9,0.55,6.5,0.379,0,0.042,0.034,98.824,0.010119048,77.75441818,1.705882353,3.19047619,1
7/27/2011,2011,De_Hoop_NR:_Main_Rd_6,20.41888333,-34.43446667,De_Hoop,PL_1007,A2b,dipetalum,14,4,10.5,10,7,0.078,0.084,0.07,2.62,2.43,1.4,2.8,0.36,4.9,0.25,0,0.024,0.02,121.5,0.008230453,54.97787144,2,2.25,1
7/27/2011,2011,De_Hoop_NR:_Main_Rd_6,20.41888333,-34.43446667,De_Hoop,PL_1007,A2b,dipetalum,14,5,12,9,7,0.2,0.206,0.164,4.92,4.44,0.15,4.6,0.46,6.8,0.219,0,0.042,0.034,130.588,0.007657658,49.48008429,30.66666667,3.761904762,1
7/27/2011,2011,De_Hoop_NR:_Main_Rd_6,20.41888333,-34.43446667,De_Hoop,PL_1007,A2b,dipetalum,14,6,15,16,14,1.996,2.284,2.13,34.95,33.59,0.5,10.5,0.91,11,0.338,0,0.472,0.416,80.745,0.012384638,175.9291886,21,3.228813559,1
7/27/2011,2011,De_Hoop_NR:_Main_Rd_6,20.41888333,-34.43446667,De_Hoop,PL_1007,A2b,dipetalum,14,7,6,14,22,1.722,1.8,1.656,26.15,24.82,0.25,10.2,1.01,8.9,0.312,0,0.426,0.38,65.316,0.015310234,241.9026343,40.8,3.042253521,1
7/27/2011,2011,De_Hoop_NR:_Main_Rd_6,20.41888333,-34.43446667,De_Hoop,PL_1007,A2b,dipetalum,14,8,11.5,12,12,1.064,1.158,1.04,16.68,16.05,0.15,9.4,0.82,10.1,0.296,0,0.298,0.254,63.189,0.015825545,113.0973355,62.66666667,2.570469799,1
.,2012,Springbok: Naries Overlook,17.66189,-29.67163,Northern_Cape,222,.,echinatum,1565,1565,24,31,21,0.3,0.328,0.279,10.79,10.32,1.92,3,1.28,2.839,0.302,.,0.059,0.053,194.7169811,0.005135659,511.2942044,1.5625,4.084745763,1
.,2012,Springbok: Naries Overlook,17.66189,-29.67163,Northern_Cape,222,.,echinatum,1566,1566,25,41,31,0.325,0.335,0.291,10.3,10.03,1.75,3,1.36,2.48,0.39,.,0.065,0.058,172.9310345,0.005782652,998.2410657,1.714285714,4,1
.,2012,Springbok: Naries Overlook,17.66189,-29.67163,Northern_Cape,222,.,echinatum,1567,1567,12,12,27,0.217,0.241,0.199,8.26,7.83,1.2,2.6,1.04,2.9,0.336,.,0.044,0.039,200.7692308,0.004980843,254.4690049,2.166666667,3.931818182,1
.,2012,Springbok: Naries Overlook,17.66189,-29.67163,Northern_Cape,222,.,echinatum,1568,1568,34,29,39,0.21,0.235,0.176,7.6,7.18,2.2,2.7,1.05,4.4,0.296,.,0.043,0.035,205.1428571,0.004874652,888.2853228,1.227272727,3.88372093,1
.,2012,Springbok: Naries Overlook,17.66189,-29.67163,Northern_Cape,222,.,echinatum,1569,1569,36,32,26,0.156,0.17,0.148,5.68,4.95,2,2.3,1.01,2.2,0.421,.,0.038,0.037,133.7837838,0.007474747,653.4512719,1.15,3.105263158,1
.,2012,Springbok: Naries Overlook,17.66189,-29.67163,Northern_Cape,222,.,echinatum,1570,1570,19,37,35,0.17,0.16,0.136,5.82,5.58,0.8,1.8,1,1.8,0.392,.,0.039,0.035,159.4285714,0.006272401,1017.090622,2.25,3.358974359,1
.,2012,Springbok: Naries Overlook,17.66189,-29.67163,Northern_Cape,222,.,echinatum,1571,1571,16,23,43,0.123,0.128,0.113,4.26,3.88,1.6,1.8,1.13,1.6,0.435,.,0.028,0.027,143.7037037,0.006958763,776.7587836,1.125,3.392857143,1
.,2012,Springbok: Naries Overlook,17.66189,-29.67163,Northern_Cape,222,.,echinatum,1572,1572,18,17,16,0.112,0.124,0.098,4.89,4.85,1.7,1.9,0.83,3.3,0.325,.,0.024,0.023,210.8695652,0.004742268,213.6283004,1.117647059,3.666666667,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,A2b,elandskloof,96,1,10,6,4,0.294,0.36,0.266,8.74,7.4,1.9,5.8,0.82,9.9,0.31,1,0.09,0.064,115.625,0.008648649,18.84955592,3.052631579,2.266666667,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,A2b,elandskloof,96,2,10,7,5,0.206,0.22,0.17,5.57,4.89,1.8,4,0.54,8.4,0.349,1,0.052,0.038,128.684,0.007770961,27.48893572,2.222222222,2.961538462,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,A2b,elandskloof,96,3,14,2,1,0.372,0.384,0.294,9.06,7.88,2.1,5,0.85,11,0.337,1,0.1,0.07,112.571,0.008883249,1.570796327,2.380952381,2.72,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,A2b,elandskloof,96,4,18,3,2,0.488,0.514,0.436,13.59,12.57,2.7,7.9,0.73,10.5,0.305,1,0.128,0.1,125.7,0.007955449,4.71238898,2.925925926,2.8125,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,A2b,elandskloof,96,5,17,2.5,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.890486225,.,.,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,A2b,elandskloof,96,6,14,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.424777961,.,.,1
8/19/2011,2011,Citrusdal:_R303_Middleberg_Pass_,19.13664,-32.62613,Cedarberg,PL_1059,A2b,elandskloof,96,7,14,2,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.283185307,.,.,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13701,-32.62572,Cape_Nature,160,.,elandskloof,1637,1637,11,5,1,0.291,0.287,0.205,5.454,4.586469,1.72,4.010714,0.097604,8.47,.,.,0.081,0.054,84.93461111,0.011773763,3.926990817,2.325578725,2.592592593,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13701,-32.62572,Cape_Nature,160,.,elandskloof,1638,1638,12,0.5,2,0.146,0.145,0.092,4.313,3.330868,1.5,2.927,0.089654,9.5,.,.,0.039,0.027,123.3654815,0.008105995,0.785398163,1.946148793,2.743589744,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13701,-32.62572,Cape_Nature,160,.,elandskloof,1641,1641,9,2,0.5,0.421,0.382,0.297,5.809,4.340779,0.79,7.754602,0.09881,12.986,.,.,0.116,0.083,52.29854217,0.019120992,0.785398163,9.817666884,2.629310345,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13701,-32.62572,Cape_Nature,160,.,elandskloof,1642,1642,12,8,3,0.404,0.433,0.398,12.349,11.714594,2.39,6.67,0.1,5.18965,.,.,0.079,0.071,164.9942817,0.006060816,18.84955592,2.792950114,4.113924051,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13701,-32.62572,Cape_Nature,160,.,elandskloof,1643,1643,15,4,1,0.427,0.449,0.362,12.459,10.999354,2.19,6.778444,0.098715,10.48926,.,.,0.096,0.071,154.9204789,0.006454925,3.141592654,3.098972258,3.447916667,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13701,-32.62572,Cape_Nature,160,.,elandskloof,1644,1644,13,2,0.5,0.304,0.346,0.27,9.132,7.658288,1.99,5.179627,0.0945899,10.661544,.,.,0.08,0.055,139.2416,0.007181762,0.785398163,2.600116461,2.8,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,A1,elegans,9,1,10,12,10,0.53,0.604,0.342,10.73,9.11,3.6,3.4,1.28,7.3,0.341,1,0.07,0.042,216.905,0.004610318,94.24777961,0.944444444,6.571428571,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,A1,elegans,9,2,11,13,8,0.6,0.634,0.5,9.73,8.54,3.2,3.7,1.04,7.4,0.6,0.5,0.176,0.138,61.884,0.016159251,81.68140899,1.15625,2.409090909,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,A1,elegans,9,3,11,11,8,0.836,0.918,0.654,12.45,10.57,4.1,3.7,1.52,7.2,0.597,0.5,0.254,0.186,56.828,0.017596973,69.11503838,0.902439024,2.291338583,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,A1,elegans,9,4,9,7,7,0.354,0.404,0.236,8.19,7.01,4.9,2.8,1.68,4.8,0.307,1,0.038,0.026,269.615,0.003708987,38.48451001,0.571428571,8.315789474,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,A1,elegans,9,5,10,17,9,0.55,0.602,0.44,8.52,6.67,3.3,2.7,1.24,8.5,0.583,0.5,0.194,0.144,46.319,0.021589205,120.165919,0.818181818,1.835051546,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,A1,elegans,9,6,7,14,7,0.582,0.578,0.43,8.41,7.29,3.3,3.1,1.03,6.9,0.567,0.5,0.162,0.122,59.754,0.016735254,76.96902001,0.939393939,2.592592593,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,A1,elegans,9,7,4,9,5,0.838,0.88,0.65,11.39,9.75,3.5,3.7,1.21,9.3,0.571,0.5,0.272,0.208,46.875,0.021333333,35.34291735,1.057142857,2.080882353,1
7/26/2011,2011,De_Hoop_NR:_Lekkerwater_2,20.6472,-34.4278,De_Hoop,PL_1002,A1,elegans,9,8,14,13,10,0.394,0.428,0.268,7.5,6.37,3.3,2.6,1.62,5.8,0.433,0.5,0.054,0.038,167.632,0.005965463,102.1017612,0.787878788,6.296296296,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13707,-32.62557,Cape_Nature,160,.,elongatum,1613,1613,5,10,6,0.134,0.151,0.123,5.957,5.5669,2.4,1.7667,0.169492,2.2113,0.277,.,0.033,0.025,222.676,0.00449083,47.1238898,0.735818409,3.060606061,1
.,2012,Citrusdal: R303 Middleberg Pass ,19.13707,-32.62557,Cape_Nature,160,.,elongatum,1618,1618,7,10,6.5,0.229,0.244,0.198,206.292,8.429,1.75,2.213,1.39766,3.912859,0.355,.,0.052,0.041,205.5853659,0.004864159,51.05088062,1.267468499,3.403846154,1
