latitude,longitude,Date,Site_name,Site_number,altitude.x,aspect,soil_rockiness,soil_type,soil_collection_bag__,soil_moisture_field,soil_moisture_dry,disturbance,Site_number_1,site,code,Soil,pH_KCl,Resist,H_cmol_kg,Stone_Vol,P_Bray_II_mg_kg,K_mg_kg,Na_Exchangeable_cations_cmol_kg,K_Exchangeable_cations_cmol_kg,Ca_Exchangeable_cations_cmol_kg,Mg_Exchangeable_cations_cmol_kg,Cu_mg_kg,Zn_mg_kg,Mn_mg_kg,B_mg_kg,Fe_mg_kg,C,Clay,Silt,Sand,Classification,Na,K,Ca,Mg,T_Value_cmol_kg,mat,map,ratio.x,pptcon,summer,tmin,tmax,alt,CDD,CFD,CSU,ECAr20mm,FD,GDD,MAP,MATmax,MATmin,rr2,sdii,SU,MMP.01,MMP.02,MMP.03,MMP.04,MMP.05,MMP.06,MMP.07,MMP.08,MMP.09,MMP.10,MMP.11,MMP.12,MMTmax.01,MMTmax.02,MMTmax.03,MMTmax.04,MMTmax.05,MMTmax.06,MMTmax.07,MMTmax.08,MMTmax.09,MMTmax.10,MMTmax.11,MMTmax.12,MMTmin.01,MMTmin.02,MMTmin.03,MMTmin.04,MMTmin.05,MMTmin.06,MMTmin.07,MMTmin.08,MMTmin.09,MMTmin.10,MMTmin.11,MMTmin.12,MTmax.01,MTmax.02,MTmax.03,MTmax.04,MTmax.05,MTmax.06,MTmax.07,MTmax.08,MTmax.09,MTmax.10,MTmax.11,MTmax.12,MTmin.01,MTmin.02,MTmin.03,MTmin.04,MTmin.05,MTmin.06,MTmin.07,MTmin.08,MTmin.09,MTmin.10,MTmin.11,MTmin.12,MAT,ratio.y,altitude.y,gmap,gmednrfl1,gmednrfl10,gmednrfl11,gmednrfl12,gmednrfl2,gmednrfl3,gmednrfl4,gmednrfl5,gmednrfl6,gmednrfl7,gmednrfl8,gmednrfl9,tmean13c,tminave01c,tminave02c,tminave03c,tminave04c,tminave05c,tminave06c,tminave07c,tminave08c,tminave09c,tminave10c,tminave11c,tminave12c,tmaxave01c,tmaxave02c,tmaxave03c,tmaxave04c,tmaxave05c,tmaxave06c,tmaxave07c,tmaxave08c,tmaxave09c,tmaxave10c,tmaxave11c,tmaxave12c,apan_evap_01,apan_evap_02,apan_evap_03,apan_evap_04,apan_evap_05,apan_evap_06,apan_evap_07,apan_evap_08,apan_evap_09,apan_evap_10,apan_evap_11,apan_evap_12,apan_mean_an,hu10_annc,frostdurc,ratio_schulze,smdwin,smdsum,RFL_CONC,PPTCV
-32.51179,19.15397,19-Aug-11,Sneeuberg_peak_west_slope,PR_2039,NA,W,NA,NA,2039,NA,NA,none,PR_2039,2039,2038_borrow,Sand,3.4,NA,2.49,8,8,36,0.06,0.09,0.45,0.27,0.26,0.9,2.4,0.28,109.46,2.41,2.2,2.2,95.6,Sa,1.89,2.73,13.3,8.06,3.36,10.80000019,409,0.680911681,55,11,-4.5,31,1321,56.85,4.2,0,4.55,28.9,198340.7475,491.800119,13.62520466,6.719880128,48.85,6.349694228,4.4,9.849166828,9.195319223,15.26546562,34.22959385,66.72661328,95.50956945,93.03944197,68.14635715,34.76883187,26.08564761,23.86064217,11.23988488,17.94504957,16.99088838,15.68000306,12.44836632,13.02050967,11.99335686,10.43107181,9.807544761,10.14969696,13.35312287,14.05386501,14.05386501,11.4266511,11.31745889,10.73275073,8.031410191,5.313542697,2.674594699,1.663790264,1.874282837,3.512272186,6.384970268,7.974848403,9.96132146,22.08817382,21.06976822,19.60436307,17.22114989,17.54963406,15.71236743,14.17205771,14.30305733,15.37302482,18.36117842,18.93977261,21.19838672,8.802136958,8.948876735,8.00331158,5.213080372,2.418949441,0.007318738,-0.96848133,-0.615948568,0.940458849,3.375857142,5.314867401,7.450311892,10.17339079,0.608555482,1321,409,2,21,12,4,5,12,24,53,76,61,55,26,10.80000019,11.60000038,11.89999962,11.19999981,8.399999619,5.699999809,3.299999952,2.299999952,2.700000048,4.199999809,6.599999905,8.600000381,10.39999962,18.79999924,18,16.29999924,13,13.5,12.5,11,10.80000019,11.39999962,14,15.69999981,18,284,213,200,118,84,56,70,86,119,165,219,258,1878.400024,805.7999878,73,0.680911681,82.8,8.2,46.2,27.3
-32.5118,19.1561,19-Aug-11,Sneeuberg_gully_upper,PR_2038,NA,E,bouldery,NA,2038,38.317,NA,none,PR_2038,2038,NA,Sand,3.4,NA,2.49,8,8,36,0.06,0.09,0.45,0.27,0.26,0.9,2.4,0.28,109.46,2.41,2.2,2.2,95.6,Sa,1.89,2.73,13.3,8.06,3.36,10.80000019,409,0.680911681,55,11,-4.5,31,1321,56.85,4.2,0,4.55,28.9,198340.7475,491.800119,13.62520466,6.719880128,48.85,6.349694228,4.4,9.849166828,9.195319223,15.26546562,34.22959385,66.72661328,95.50956945,93.03944197,68.14635715,34.76883187,26.08564761,23.86064217,11.23988488,17.94504957,16.99088838,15.68000306,12.44836632,13.02050967,11.99335686,10.43107181,9.807544761,10.14969696,13.35312287,14.05386501,14.05386501,11.4266511,11.31745889,10.73275073,8.031410191,5.313542697,2.674594699,1.663790264,1.874282837,3.512272186,6.384970268,7.974848403,9.96132146,22.08817382,21.06976822,19.60436307,17.22114989,17.54963406,15.71236743,14.17205771,14.30305733,15.37302482,18.36117842,18.93977261,21.19838672,8.802136958,8.948876735,8.00331158,5.213080372,2.418949441,0.007318738,-0.96848133,-0.615948568,0.940458849,3.375857142,5.314867401,7.450311892,10.17339079,0.608555482,1321,409,2,21,12,4,5,12,24,53,76,61,55,26,10.80000019,11.60000038,11.89999962,11.19999981,8.399999619,5.699999809,3.299999952,2.299999952,2.700000048,4.199999809,6.599999905,8.600000381,10.39999962,18.79999924,18,16.29999924,13,13.5,12.5,11,10.80000019,11.39999962,14,15.69999981,18,284,213,200,118,84,56,70,86,119,165,219,258,1878.400024,805.7999878,73,0.680911681,61.4,6.6,46.2,33.5
-32.6357,19.15701,18-Aug-11,Middleberg,PR_2034,NA,NE,pebbly to boulder,NA,2034,37.346,NA,medium,PR_2034,2034,NA,Sand,4.1,NA,1.25,11,6,55,0.06,0.14,0.69,0.26,0.11,0.4,38.9,0.09,85.44,1.26,4.4,0.4,95.2,Sa,2.34,5.86,28.69,10.91,2.39,13.19999981,416,0.643243243,54,15,-2.599999905,34.79999924,983,56.2,1.8,0.1,4.55,7,199001.2541,498.2030945,18.7000452,8.524252224,49.65,6.309875369,53.95,10.8858079,9.966335952,14.68238511,33.43364086,68.57373362,92.75418425,89.3893096,71.4536108,32.19568052,29.79754419,25.38235693,15.11576992,23.77444143,23.79128032,22.4489904,18.98094553,16.6400919,14.73693853,13.93431028,13.58127223,14.96741226,18.39973079,20.04889796,20.04889796,12.88285704,12.96565199,12.23778905,9.948876646,7.032795933,4.496786952,3.846267806,4.128036989,5.618805965,8.124085532,9.653478516,11.62979386,27.85685582,27.78527636,26.31267998,23.70537972,21.11776331,18.39999424,17.60118951,18.01818334,20.11839763,23.33166822,24.8891698,26.74373118,10.26698307,10.64263483,9.560885947,7.180503219,4.20311654,1.919432225,1.302946465,1.735215139,3.119004863,5.169641359,7.028793934,9.157872622,13.61231955,0.571216811,983,416,3,24,14,6,6,13,24,56,77,62,59,26,13.19999981,12.60000038,13,12.19999981,9.800000191,6.900000095,4.599999905,3.799999952,4.199999809,5.599999905,7.800000191,9.800000191,11.5,22.79999924,22.70000076,21,17.60000038,15.89999962,14.39999962,13.5,13.39999962,14.69999981,17.5,19.89999962,21.79999924,306,244,224,133,93,62,71,91,126,186,241,284,2066,1373.699951,32,0.643243243,51.9,5.5,45.7,32.7
-33.09932,19.27945,8/25/2014,Threewaterskloof,2070,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.80000019,728,0.639751553,55,34,-5.300000191,31.5,1310,44.85,5.45,0,11.9,41.35,197997.4893,863.9533356,15.34018645,5.766084933,69.05,8.641788173,14.15,12.94085877,13.59515266,19.41543498,63.49100142,114.5899082,151.284276,158.3296335,132.0808506,68.78422952,49.79744172,39.21801767,32.2687252,20.21913042,20.13076581,18.58168782,15.03781313,14.12069172,12.01118835,10.81815592,10.86780368,11.97096952,14.75335561,16.0662125,16.0662125,10.46625662,10.5480281,9.465645234,6.625383668,3.989289628,1.643000152,0.861433669,1.398686614,3.045932833,5.424215635,7.000163078,9.135765129,24.25567236,24.00277662,22.47783015,19.72720742,18.50874122,15.5806263,14.36621006,15.22826465,16.96870788,19.62483901,20.87934581,23.12594149,7.790697145,8.242306464,6.798084368,3.81532571,1.195459938,-0.89550502,-1.627807329,-0.948660891,0.578268942,2.513248171,4.416564819,6.632678986,10.55363621,0.609169188,1310,728,9,39,22,16,9,21,44,94,122,107,106,55,10.80000019,10.30000019,10.80000019,9.5,6.699999809,4,1.899999976,1.200000048,1.700000048,3.299999952,5.300000191,7.300000191,9.199999809,20.5,20.5,18.60000038,15.10000038,14.10000038,12.30000019,11.10000038,11.39999962,12.69999981,14.89999962,17.20000076,19.29999924,276,196,189,98,67,46,64,76,97,139,205,250,1707.800049,789.5999756,107,0.639751553,94.2,17.6,41.3,25.6
-33.32918,22.04331,2-Aug-11,Teeberg,PR_2013,NA,S,bouldery-bedrock,sandstone,2013,30.56,27.904,low ,PR_2013,2013,NA,Sand,4.3,NA,NA,8,4,62,0.11,0.16,2.01,0.69,NA,NA,NA,NA,NA,2.4,2.8,0.4,96.8,Sa,3.82,5.29,67.66,23.22,2.98,12.80000019,591,-0.014018692,6,76,-8.800000191,37,1327,39.95,11.1,0.8,5.25,69.9,197994,522.2526077,19.69853983,5.760776067,47.35,6.284953558,73.65,30.97993236,37.48253322,59.93903546,45.86840425,43.97067456,27.73801913,36.23020337,45.29835663,24.53675327,58.93734493,62.6459919,44.37929261,24.1713356,24.55325211,23.65641117,20.12120077,16.63327826,13.86153926,13.98364872,14.46764236,16.94456551,20.76880593,22.88675637,22.88675637,11.96431308,12.06014596,10.55772697,6.594217936,2.621511913,-0.796357747,-1.570823315,0.013115201,2.726601031,6.364381022,8.78745193,10.56047689,28.09917617,28.58147976,28.29494227,24.70876111,21.02788435,17.68590776,17.93264596,19.18534639,22.05828447,25.97006803,27.80109596,28.20639202,9.312531269,9.695782103,7.540968118,3.572277573,-0.355618291,-3.562366,-4.4034922,-2.685013413,-0.037194858,3.378026445,6.134771674,8.018574647,12.72969734,-0.136526691,1327,591,23,44,42,22,31,55,41,34,31,34,37,34,12.80000019,11.69999981,11.69999981,10.39999962,6.199999809,2.400000095,-0.600000024,-1.200000048,0.300000012,2.799999952,5.900000095,8.5,10.39999962,24.60000038,24.60000038,23.70000076,19.89999962,16.60000038,14,14.19999981,14.80000019,17.29999924,20.39999962,23.20000076,24.29999924,329,249,202,137,109,79,90,115,151,216,265,329,2276.399902,1406.699951,143,-0.014018692,17.5,8.3,19.5,39.2
-33.34203,22.03031,9/7/2014,Die_Hell_1,2079,1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,679,0.028225806,6,81,-8.600000381,37.29999924,1311,31.75,9.95,0.9,8.1,63.65,198098.6949,748.126622,20.01189556,6.047363138,61.95,7.483582592,79.85,45.57222919,46.67217517,85.07675934,63.77361031,69.03949332,40.41898527,53.26053219,72.05819898,35.36634855,73.84719725,98.18615432,58.80598457,24.55415297,24.9438414,23.94245815,20.36295901,16.9607216,14.17368311,14.23608637,14.78003518,17.30490292,21.01635509,23.18402078,23.18402078,12.21491032,12.25151677,10.83142906,6.844662004,2.961873949,-0.402539065,-1.16638719,0.357963487,3.034375038,6.604728434,8.955038812,10.82541853,28.4625175,28.96233071,28.57113356,24.94015275,21.3490994,17.98962246,18.17768502,19.49019472,22.40754514,26.20855167,28.08530458,28.55000252,9.578489697,9.898483603,7.824056298,3.840850639,-0.001876569,-3.151896339,-3.979792706,-2.321036077,0.284883128,3.630836562,6.318366487,8.2944364,13.02959179,-0.100047925,1311,679,28,41,50,23,30,69,47,42,39,36,44,47,13,11.89999962,11.89999962,10.60000038,6.400000095,2.700000048,-0.300000012,-0.899999976,0.600000024,3.099999905,6.099999905,8.699999809,10.60000038,24.89999962,25,24,20.10000038,16.89999962,14.30000019,14.39999962,15.10000038,17.60000038,20.70000076,23.5,24.60000038,303,220,158,110,85,70,83,95,112,206,240,307,1995.5,1466.699951,139,0.028225806,17.5,8.3,19.5,39.2
-33.34203,22.03031,9/7/2014,Die_Hell_1,2079,1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,679,0.028225806,6,81,-8.600000381,37.29999924,1311,31.75,9.95,0.9,8.1,63.65,198098.6949,748.126622,20.01189556,6.047363138,61.95,7.483582592,79.85,45.57222919,46.67217517,85.07675934,63.77361031,69.03949332,40.41898527,53.26053219,72.05819898,35.36634855,73.84719725,98.18615432,58.80598457,24.55415297,24.9438414,23.94245815,20.36295901,16.9607216,14.17368311,14.23608637,14.78003518,17.30490292,21.01635509,23.18402078,23.18402078,12.21491032,12.25151677,10.83142906,6.844662004,2.961873949,-0.402539065,-1.16638719,0.357963487,3.034375038,6.604728434,8.955038812,10.82541853,28.4625175,28.96233071,28.57113356,24.94015275,21.3490994,17.98962246,18.17768502,19.49019472,22.40754514,26.20855167,28.08530458,28.55000252,9.578489697,9.898483603,7.824056298,3.840850639,-0.001876569,-3.151896339,-3.979792706,-2.321036077,0.284883128,3.630836562,6.318366487,8.2944364,13.02959179,-0.100047925,1311,679,28,41,50,23,30,69,47,42,39,36,44,47,13,11.89999962,11.89999962,10.60000038,6.400000095,2.700000048,-0.300000012,-0.899999976,0.600000024,3.099999905,6.099999905,8.699999809,10.60000038,24.89999962,25,24,20.10000038,16.89999962,14.30000019,14.39999962,15.10000038,17.60000038,20.70000076,23.5,24.60000038,303,220,158,110,85,70,83,95,112,206,240,307,1995.5,1466.699951,139,0.028225806,17.5,8.3,19.5,39.2
-33.35186,21.9562,9/7/2014,Die_Hell_2,2080,1279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.39999962,500,0.098507463,9,50,-11.39999962,33.59999847,1835,40.8,14.75,0.3,4.3,83.1,197765.9622,468.1666733,18.71558027,5.136192513,45.2,5.800925398,53.55,27.94535096,26.80116076,59.67470789,44.56767454,48.29578867,37.50557518,31.56145701,43.27959871,21.32764914,47.49603353,42.72704079,32.82137078,22.88841715,23.26435354,22.51559003,18.97297319,15.81538433,13.19951312,13.23885769,13.62606155,16.02636756,19.88021225,21.90803146,21.90803146,11.51319427,11.50455734,10.06484185,6.037042247,1.879630268,-1.68068129,-2.440183822,-0.762737481,2.098374986,5.802515295,8.281707075,10.10214096,26.7694222,27.26328606,27.12788275,23.53875764,20.19151428,17.00035948,17.16469913,18.31287612,21.10764029,25.05063634,26.79800696,27.08567582,8.886808515,9.162989317,7.076078783,3.043966968,-1.073281356,-4.410959507,-5.239971936,-3.423386381,-0.642716965,2.838443218,5.65594586,7.588285787,11.92563547,-0.023551382,1835,500,18,31,21,13,19,49,34,33,38,24,29,26,10.39999962,10.10000038,10.10000038,8.800000191,4.400000095,0.200000003,-3.200000048,-3.799999952,-2,0.800000012,4.199999809,6.900000095,8.800000191,21.10000038,21.20000076,20.70000076,17,14.19999981,11.89999962,12,12.30000019,14.60000038,18,20.60000038,21.29999924,329,245,195,134,106,77,88,112,151,220,266,328,2256.5,901.4000244,172,0.098507463,20.9,8.3,17.3,35.9
-33.35236,22.03298,3-Aug-11,Waboomberg_1,PR_2014,NA,N,bouldery-bedrock,quartzite?,2014,28.725,24.402,low,PR_2014,2014,NA,Sand,4.1,NA,NA,23,7,117,0.14,0.3,2.25,0.68,NA,NA,NA,NA,NA,6.28,NA,NA,NA,NA,4.14,8.86,66.78,20.21,3.37,13,679,0.028225806,6,81,-8.600000381,37.29999924,1311,26.15,5.3,1,12.05,35.5,198619.3067,1056.603656,21.68158255,7.473040462,78.6,9.047607327,115.9,64.57563314,64.97521229,118.1519806,89.89466877,97.87033548,57.49149542,77.00261555,103.0884923,49.2051199,103.0175302,140.4075037,82.85483515,26.70723209,26.94938554,25.51342901,21.86979273,18.60354084,15.76897854,15.76110315,16.54461755,18.99501324,22.3869808,24.6065641,24.6065641,13.32782884,13.31600799,11.92792061,8.180210431,4.656907294,1.636904895,0.809215708,2.033315997,4.551244842,7.833045801,10.21103991,11.91096788,30.59794502,30.95692338,30.13494227,26.43657637,22.98837328,19.58368439,19.69629857,21.24264696,24.08172157,27.57102654,29.49629174,30.35280477,10.70182829,10.9742416,8.929901886,5.187637561,1.706129415,-1.097095854,-1.986152279,-0.629075844,1.81103532,4.867949765,7.58543144,9.390296309,14.57715501,-0.094827476,1311,679,28,41,50,23,30,69,47,42,39,36,44,47,13,11.89999962,11.89999962,10.60000038,6.400000095,2.700000048,-0.300000012,-0.899999976,0.600000024,3.099999905,6.099999905,8.699999809,10.60000038,24.89999962,25,24,20.10000038,16.89999962,14.30000019,14.39999962,15.10000038,17.60000038,20.70000076,23.5,24.60000038,303,220,158,110,85,70,83,95,112,206,240,307,1995.5,1466.699951,139,0.028225806,17.5,8.3,19.5,39.2
-33.35309,22.033,3-Aug-11,Waboomberg_2,PR_2015,NA,NE,bouldery,quartzite?,2015,26.793,24.066,low,PR_2015,2015,NA,Sand,4,NA,NA,15,5,189,0.13,0.48,2.08,0.94,NA,NA,NA,NA,NA,3.91,NA,NA,NA,NA,3.63,13.33,57.19,25.85,3.63,13,679,0.028225806,6,81,-8.600000381,37.29999924,1311,26.15,5.3,1,12.05,35.5,198619.3067,1056.603656,21.68158255,7.473040462,78.6,9.047607327,115.9,64.57563314,64.97521229,118.1519806,89.89466877,97.87033548,57.49149542,77.00261555,103.0884923,49.2051199,103.0175302,140.4075037,82.85483515,26.70723209,26.94938554,25.51342901,21.86979273,18.60354084,15.76897854,15.76110315,16.54461755,18.99501324,22.3869808,24.6065641,24.6065641,13.32782884,13.31600799,11.92792061,8.180210431,4.656907294,1.636904895,0.809215708,2.033315997,4.551244842,7.833045801,10.21103991,11.91096788,30.59794502,30.95692338,30.13494227,26.43657637,22.98837328,19.58368439,19.69629857,21.24264696,24.08172157,27.57102654,29.49629174,30.35280477,10.70182829,10.9742416,8.929901886,5.187637561,1.706129415,-1.097095854,-1.986152279,-0.629075844,1.81103532,4.867949765,7.58543144,9.390296309,14.57715501,-0.094827476,1311,679,28,41,50,23,30,69,47,42,39,36,44,47,13,11.89999962,11.89999962,10.60000038,6.400000095,2.700000048,-0.300000012,-0.899999976,0.600000024,3.099999905,6.099999905,8.699999809,10.60000038,24.89999962,25,24,20.10000038,16.89999962,14.30000019,14.39999962,15.10000038,17.60000038,20.70000076,23.5,24.60000038,303,220,158,110,85,70,83,95,112,206,240,307,1995.5,1466.699951,139,0.028225806,17.5,8.3,19.5,39.2
-33.36777,22.10204,2-Aug-11,Swartberg_1,PR_2012,NA,S,bouldery,sandstone,2012,31.416,29.401,low,PR_2012,2012,NA,Sand,4.3,NA,NA,11,5,66,0.19,0.17,1.72,0.98,NA,NA,NA,NA,NA,2.02,0.2,7,92.8,Sa,6.22,5.54,56.15,32.1,3.06,14.80000019,750,-0.042553191,3,110,-5.900000095,40,836,34.5,3.35,1.3,6.05,21.4,198923.9572,621.2620941,22.64868317,8.307491112,56.65,6.681982017,137,44.1733758,39.48280315,67.19141769,49.9435863,51.97867198,31.25968318,47.22402515,50.46564944,29.49708858,71.28544216,70.29310064,64.04857084,28.00159283,28.0626564,26.46229913,22.8189728,19.43877718,16.68756178,16.63130405,17.5244574,19.97836039,23.09530629,25.47530545,25.47530545,13.93940091,14.0014596,12.57883877,8.963830895,5.640035086,2.856550078,2.027899841,3.031089597,5.446049001,8.499047968,10.86194478,12.54897589,31.85098953,32.04836167,31.05989997,27.34471099,23.79908117,20.49379502,20.54739234,22.20636914,25.04639419,28.26439895,30.33345519,31.46756453,11.34522312,11.69107926,9.601123687,6.010690893,2.723052338,0.177228304,-0.716770789,0.415839808,2.746468421,5.560330929,8.274264663,10.0592338,15.47781432,-0.155802921,836,750,37,60,51,36,37,73,49,45,38,46,46,46,14.80000019,13.19999981,13.19999981,11.89999962,8,4.699999809,2.099999905,1.5,2.599999905,4.900000095,7.5,10.10000038,11.89999962,27.5,27.29999924,25.79999924,22,18.70000076,16.20000076,16.20000076,17.10000038,19.60000038,22.20000076,25.20000076,26.79999924,318,244,181,125,103,81,92,113,129,202,247,311,2151.199951,1932,109,-0.042553191,60.7,19.5,5,35.4
-33.37193,21.33553,9/5/2014,Seweweekspoort_3,2078,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.30000019,276,0.020618557,10,34,-4.099999905,35.70000076,1452,43.95,3.2,0,3.45,19.85,198716.5025,396.3202942,16.40506382,7.733728004,38.6,5.833486485,20.25,22.74028261,22.01083999,38.60570226,36.73631721,38.33443391,26.02110033,26.13069241,36.3950242,19.95267045,37.2043128,48.70286291,40.10637569,21.3872488,20.44343694,18.48054266,15.00581339,15.10067632,13.26958635,12.3719315,12.60377672,13.88495286,16.17968178,17.32589044,17.32589044,12.45249853,12.83882226,11.71620401,8.943695731,6.482694493,3.468628857,2.463729746,2.998242875,4.66004565,7.326510986,9.041138517,11.17776023,25.30642018,24.36898385,23.00448171,19.58459849,19.32991229,16.96738074,16.14741945,17.20089849,18.93789641,21.24794865,22.30683708,24.57808865,9.858347809,10.5776904,8.804033239,5.986149284,3.562261929,0.783475488,-0.276043766,0.433645558,1.944083759,4.348024545,6.500521851,8.76943918,12.06934126,-0.065659127,1452,276,10,18,20,10,14,23,20,17,15,14,17,16,12.30000019,12.10000038,12.60000038,11.5,8.600000381,6.300000191,3.599999905,2.799999952,3.400000095,4.699999809,6.800000191,8.600000381,10.89999962,22.20000076,21.20000076,19.20000076,15.39999962,15.5,13.39999962,12.69999981,13.10000038,14.60000038,16.20000076,18.29999924,21.10000038,318,237,211,135,103,69,79,102,136,198,247,298,2138.800049,1143.199951,96,0.020618557,37,15.4,5.2,32.2
-33.3765,21.3147,5-Aug-11,Seweweekspoort_1,PR_2016,NA,S,bouldery,quartzite?,2016,38.001,32.71,low,PR_2016,2016,NA,Sand,4.8,NA,NA,38,9,170,0.21,0.43,4.53,3.36,NA,NA,NA,NA,NA,2.56,3.6,1.2,95.2,Sa,2.48,5.09,53.05,39.38,8.53,12.39999962,315,0.022624434,10,38,-4,35.79999924,1452,44.5,3,0,3.1,17.25,198802.3956,385.2853561,16.88695617,7.968675327,38.05,5.719121695,25.85,21.07554069,21.79625578,37.51138496,36.16110668,37.13455424,26.10305824,25.74160192,35.91856661,19.55668623,36.58760293,46.46552384,37.70746727,22.0018755,21.11413839,19.11457528,15.53182761,15.43064488,13.55410396,12.69697915,12.95441384,14.3280993,16.66201851,17.92630106,17.92630106,12.7304822,13.02607123,11.91586992,9.253899813,6.721947193,3.686838428,2.683904972,3.322945442,4.841220193,7.534109698,9.236336337,11.43709336,25.93105621,25.04264021,23.64215655,20.1184117,19.66682598,17.25337601,16.47469306,17.55829663,19.38993065,21.74189989,22.91953047,25.11650038,10.12866249,10.7610045,8.997857394,6.291184916,3.796283279,0.994568668,-0.05880504,0.754871992,2.120625455,4.545864364,6.692126342,9.02592238,12.42822064,-0.053772623,1452,315,11,21,23,11,16,26,23,20,17,16,19,18,12.39999962,12.19999981,12.60000038,11.5,8.699999809,6.400000095,3.700000048,2.900000095,3.5,4.699999809,6.800000191,8.699999809,11,22.39999962,21.39999962,19.39999962,15.5,15.60000038,13.5,12.80000019,13.19999981,14.69999981,16.29999924,18.5,21.20000076,309,216,192,126,99,66,81,99,132,188,237,288,2039.300049,1168.400024,90,0.022624434,7.7,3.9,12.1,35.2
-33.37821,21.3138,5-Aug-11,Seweweekspoort_2,PR_2017,NA,N,bouldery,quartzite?,2017,29.841,27.484,medium,PR_2017,2017,NA,Sand,4.5,NA,NA,13,5,102,0.12,0.26,2.5,1.18,NA,NA,NA,NA,NA,1.91,5.6,4,90.4,Sa,2.95,6.42,61.65,28.99,4.05,12.39999962,315,0.022624434,10,38,-4,35.79999924,1452,44.5,3,0,3.1,17.25,198802.3956,385.2853561,16.88695617,7.968675327,38.05,5.719121695,25.85,21.07554069,21.79625578,37.51138496,36.16110668,37.13455424,26.10305824,25.74160192,35.91856661,19.55668623,36.58760293,46.46552384,37.70746727,22.0018755,21.11413839,19.11457528,15.53182761,15.43064488,13.55410396,12.69697915,12.95441384,14.3280993,16.66201851,17.92630106,17.92630106,12.7304822,13.02607123,11.91586992,9.253899813,6.721947193,3.686838428,2.683904972,3.322945442,4.841220193,7.534109698,9.236336337,11.43709336,25.93105621,25.04264021,23.64215655,20.1184117,19.66682598,17.25337601,16.47469306,17.55829663,19.38993065,21.74189989,22.91953047,25.11650038,10.12866249,10.7610045,8.997857394,6.291184916,3.796283279,0.994568668,-0.05880504,0.754871992,2.120625455,4.545864364,6.692126342,9.02592238,12.42822064,-0.053772623,1452,315,11,21,23,11,16,26,23,20,17,16,19,18,12.39999962,12.19999981,12.60000038,11.5,8.699999809,6.400000095,3.700000048,2.900000095,3.5,4.699999809,6.800000191,8.699999809,11,22.39999962,21.39999962,19.39999962,15.5,15.60000038,13.5,12.80000019,13.19999981,14.69999981,16.29999924,18.5,21.20000076,309,216,192,126,99,66,81,99,132,188,237,288,2039.300049,1168.400024,90,0.022624434,7.7,3.9,12.1,35.2
-33.40956,22.74177,9/4/2014,Blesberg_5,2075,1490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.39999962,204,-0.073529412,13,31,-9.399999619,37.79999924,1247,69.8,17.35,0.4,1.15,94.2,197545.5773,257.4634209,18.86241093,4.535440004,30.15,4.368002522,56.2,20.71656144,21.07685759,30.30609694,21.30247386,23.62505069,15.31827873,15.40189972,20.30907547,12.67753774,18.87957342,26.49886566,28.55947747,23.26142321,23.81719918,22.91893631,19.25562138,16.0689426,13.16963037,13.35434198,13.70550187,16.13845878,19.64800114,21.725667,21.725667,10.77188396,10.98155551,9.558677779,5.556203498,1.112957445,-2.306647393,-2.964261545,-1.2656495,1.502084785,5.098016779,7.525476217,9.53254358,27.16454663,27.83935351,27.46902778,23.84486421,20.4757487,17.09205166,17.3765915,18.4925259,21.2887355,24.90321287,26.55345731,27.19113276,8.084758008,8.599030059,6.55833401,2.581253958,-1.78720574,-5.052659382,-5.762143183,-3.970602551,-1.231530479,2.154651519,4.884546512,6.994519397,11.69929819,-0.146867945,1247,215,10,10,11,9,12,22,14,13,11,9,11,12,12.39999962,10.80000019,11.10000038,9.800000191,5.900000095,1.899999976,-0.899999976,-1.399999976,0,2.400000095,5.300000191,7.699999809,9.699999809,24.20000076,24.60000038,23.39999962,19.79999924,16.79999924,14.10000038,14.19999981,15,17.20000076,19.60000038,22.29999924,23.70000076,307,217,163,114,92,71,83,102,138,210,248,310,2059.600098,1275.400024,143,-0.027777778,17.2,10,18.1,42.8
