latitude,longitude,Date,Site_name,Site_number,altitude.x,aspect,soil_rockiness,soil_type,soil_collection_bag__,soil_moisture_field,soil_moisture_dry,disturbance,Site_number_1,site,code,Soil,pH_KCl,Resist,H_cmol_kg,Stone_Vol,P_Bray_II_mg_kg,K_mg_kg,Na_Exchangeable_cations_cmol_kg,K_Exchangeable_cations_cmol_kg,Ca_Exchangeable_cations_cmol_kg,Mg_Exchangeable_cations_cmol_kg,Cu_mg_kg,Zn_mg_kg,Mn_mg_kg,B_mg_kg,Fe_mg_kg,C,Clay,Silt,Sand,Classification,Na,K,Ca,Mg,T_Value_cmol_kg,mat,map,ratio.x,pptcon,summer,tmin,tmax,alt,CDD,CFD,CSU,ECAr20mm,FD,GDD,MAP,MATmax,MATmin,rr2,sdii,SU,MMP.01,MMP.02,MMP.03,MMP.04,MMP.05,MMP.06,MMP.07,MMP.08,MMP.09,MMP.10,MMP.11,MMP.12,MMTmax.01,MMTmax.02,MMTmax.03,MMTmax.04,MMTmax.05,MMTmax.06,MMTmax.07,MMTmax.08,MMTmax.09,MMTmax.10,MMTmax.11,MMTmax.12,MMTmin.01,MMTmin.02,MMTmin.03,MMTmin.04,MMTmin.05,MMTmin.06,MMTmin.07,MMTmin.08,MMTmin.09,MMTmin.10,MMTmin.11,MMTmin.12,MTmax.01,MTmax.02,MTmax.03,MTmax.04,MTmax.05,MTmax.06,MTmax.07,MTmax.08,MTmax.09,MTmax.10,MTmax.11,MTmax.12,MTmin.01,MTmin.02,MTmin.03,MTmin.04,MTmin.05,MTmin.06,MTmin.07,MTmin.08,MTmin.09,MTmin.10,MTmin.11,MTmin.12,MAT,ratio.y,altitude.y,gmap,gmednrfl1,gmednrfl10,gmednrfl11,gmednrfl12,gmednrfl2,gmednrfl3,gmednrfl4,gmednrfl5,gmednrfl6,gmednrfl7,gmednrfl8,gmednrfl9,tmean13c,tminave01c,tminave02c,tminave03c,tminave04c,tminave05c,tminave06c,tminave07c,tminave08c,tminave09c,tminave10c,tminave11c,tminave12c,tmaxave01c,tmaxave02c,tmaxave03c,tmaxave04c,tmaxave05c,tmaxave06c,tmaxave07c,tmaxave08c,tmaxave09c,tmaxave10c,tmaxave11c,tmaxave12c,apan_evap_01,apan_evap_02,apan_evap_03,apan_evap_04,apan_evap_05,apan_evap_06,apan_evap_07,apan_evap_08,apan_evap_09,apan_evap_10,apan_evap_11,apan_evap_12,apan_mean_an,hu10_annc,frostdurc,ratio_schulze,smdwin,smdsum,RFL_CONC,PPTCV
-25.795,31.08337,2-Jul-12,Songmivelo_2,2051,NA,E,pebbly,sandstone,NA,28.605,28.26,medium,PR_2051,2051,26658,Loam,4,2490,2.18,4,12,233,0.1,0.6,1.62,1.28,1.46,0.8,27.5,0.25,271.18,2.36,21,12,NA,SaKlLm,1.66,10.34,28.08,22.13,5.77,17,839,-0.774456522,57,367,-3.099999905,35.5,1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280,839,132,65,122,135,100,99,41,15,2,2,3,20,17,15.69999981,15.39999962,14.19999981,11.30000019,7,3.599999905,3.599999905,6,9.300000191,12.10000038,13.69999981,15,26.10000038,26,25.20000076,23.20000076,21.60000038,19.5,19.89999962,21.89999962,24.20000076,24.5,24.20000076,25.60000038,156,139,144,135,124,102,114,148,156,163,149,166,1700,2580.5,25,-0.774456522,14.9,59,52,22.8
-25.795,31.08337,2-Jul-12,Songmivelo_2,2051,NA,E,pebbly,sandstone,NA,28.605,28.26,medium,PR_2051,2051,26658,Loam,4,2490,2.18,4,12,233,0.1,0.6,1.62,1.28,1.46,0.8,27.5,0.25,271.18,2.36,21,12,NA,SaKlLm,1.66,10.34,28.08,22.13,5.77,17,839,-0.774456522,57,367,-3.099999905,35.5,1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280,839,132,65,122,135,100,99,41,15,2,2,3,20,17,15.69999981,15.39999962,14.19999981,11.30000019,7,3.599999905,3.599999905,6,9.300000191,12.10000038,13.69999981,15,26.10000038,26,25.20000076,23.20000076,21.60000038,19.5,19.89999962,21.89999962,24.20000076,24.5,24.20000076,25.60000038,156,139,144,135,124,102,114,148,156,163,149,166,1700,2580.5,25,-0.774456522,14.9,59,52,22.8
-28.67702,28.92834,5-Jul-12,Royal_Natal_2,2053,NA,SW,pebbly,sandstone,NA,19.386,17.371,low,PR_2053,2053,26660,Loam,4,*,3.45,11,4,182,0.04,0.47,0.49,0.18,0.83,0.9,10.8,0.17,85.59,6.18,*,*,NA,*,0.89,10.07,10.65,3.88,4.63,15.89999962,1014,-0.756541524,55,462,-7.800000191,34.90000153,1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1676,1014,161,78,116,149,152,116,43,15,5,3,12,29,15.89999962,13.89999962,13.89999962,12.60000038,8.899999619,5.400000095,2.299999952,2.799999952,5,8.399999619,10.19999981,12.10000038,13.39999962,25.60000038,25.39999962,24.5,22.20000076,20.29999924,18,18.5,20.5,23.29999924,23.70000076,24.60000038,25.60000038,199,165,152,118,100,87,99,134,163,181,182,205,1788.199951,2211.5,61,-0.756541524,22.6,70.7,52,22.3
-28.68452,28.93657,7-Jul-12,Royal_Natal_5,2056,NA,N,pebbly,sandstone,NA,20.093,16.346,low,PR_2056,2056,26663,Loam,4.7,2120,1.27,8,3,379,0.21,0.97,11.3,2.09,1.98,1.8,49,0.4,120.78,6.66,22,20,NA,SaKlLm,1.34,6.12,71.33,13.19,15.84,15.89999962,1014,-0.756541524,55,462,-7.800000191,34.90000153,1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1676,1014,161,78,116,149,152,116,43,15,5,3,12,29,15.89999962,13.89999962,13.89999962,12.60000038,8.899999619,5.400000095,2.299999952,2.799999952,5,8.399999619,10.19999981,12.10000038,13.39999962,25.60000038,25.39999962,24.5,22.20000076,20.29999924,18,18.5,20.5,23.29999924,23.70000076,24.60000038,25.60000038,199,165,152,118,100,87,99,134,163,181,182,205,1788.199951,2211.5,61,-0.756541524,22.6,70.7,52,22.3
-28.68588,28.9156,5-Jul-12,Royal_Natal_1,2052,NA,SE,pebbly,sandstone,NA,15.102,11.839,low,PR_2052,2052,26659,Loam,4.1,*,3.56,10,15,147,0.13,0.37,1.31,0.38,0.64,0.6,15.1,0.39,82.86,8.12,12,35,NA,SaLm,2.18,6.52,22.84,6.54,5.75,15.5,969,-0.754469607,55,437,-8.199999809,34.5,1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1676,969,153,76,112,142,142,111,42,15,4,3,11,28,15.5,13.60000038,13.5,12.19999981,8.5,5,1.899999976,2.400000095,4.599999905,8,9.800000191,11.69999981,13,25.29999924,25,24.10000038,21.79999924,19.79999924,17.5,18,20,22.89999962,23.39999962,24.20000076,25.29999924,190,156,146,115,99,86,97,132,158,172,173,194,1723.199951,2082.600098,71,-0.754469607,22.6,70.7,52,22.3
-28.7308,28.91215,6-Jul-12,Royal_Natal_3,2054,NA,NE,pebbly to bouldery,sandstone,NA,16.632,12.006,low,PR_2054,2054,26661,Loam,4,4050,4.57,8,2,316,0.28,0.81,8.85,5.89,1.62,1.1,18,0.47,96.8,8.44,14,60,NA,SaLm,1.36,3.97,43.39,28.87,20.4,13.69999981,1327,-0.753472222,55,601,-9.899999619,32.70000076,1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783,1327,211,103,153,194,196,153,57,20,6,4,16,39,13.69999981,11.89999962,11.69999981,10.39999962,6.599999905,3.200000048,0.100000001,0.5,2.799999952,6.099999905,8.100000381,10,11.30000019,23.79999924,23.39999962,22.5,20,17.79999924,15.5,16,18.20000076,21.20000076,21.79999924,22.60000038,23.79999924,188,158,145,112,95,86,98,132,159,177,171,195,1722.300049,1565.800049,106,-0.753472222,22.6,70.7,52,22.3
-28.73733,28.90165,6-Jul-12,Royal_Natal_4,2055,NA,SW,bedrock,sandstone,NA,7.897,4.338,low,PR_2055,2055,26662,Loam,4.2,*,3.81,18,13,353,0.29,0.9,8.83,1.88,2.48,3.1,16,0.34,177.31,21.67,5,14,NA,LmSa,1.82,5.75,56.2,11.99,15.72,11.5,1259,-0.751143641,55,564,-12,30.39999962,2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2377,1259,198,101,147,183,183,145,56,20,5,3,14,38,11.5,9.800000191,9.5,8.100000381,4.199999809,0.800000012,-2.200000048,-1.899999976,0.400000006,3.700000048,5.900000095,7.800000191,9.100000381,21.79999924,21.5,20.39999962,17.60000038,15.30000019,12.89999962,13.5,15.80000019,19,19.79999924,20.60000038,21.79999924,136,119,120,103,89,84,94,128,144,148,133,145,1447.699951,1002.700012,143,-0.751143641,22.6,70.7,52,22.3
-31.37244,19.04123,23-Jul-12,VR_Pass,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.29999924,403,0.701986755,57,9,-1.700000048,42,790,61.25,1.05,3.2,5.4,2.8,199650.3018,498.6710388,24.78072052,10.3004724,45.6,6.864143252,185.6,8.82420153,9.685362959,14.53233285,39.86093097,70.23992634,90.6972918,93.44165907,65.30484571,40.82390025,30.54087615,17.6473275,13.09682373,31.24849434,31.44423718,29.90268601,26.33031665,21.45922682,18.31290107,17.69495106,18.62887912,21.19913896,24.72231144,26.74762736,26.74762736,14.45445323,15.19849141,13.9892975,11.95739412,8.964016888,6.660743872,5.631688939,5.469752842,7.200640705,9.832631694,11.41697921,13.11788103,35.4684988,35.58878835,33.87950325,31.07115539,25.96846029,22.18263218,21.62378115,23.23166121,26.64454333,29.8555469,31.66038455,33.65078894,11.85494083,12.73368631,11.11469387,8.924171502,5.808041722,3.729205023,2.673348127,2.637212876,4.400102752,6.652748489,8.6097529,10.61747567,17.54112812,0.618646506,790,403,3,18,7,4,2,11,21,44,56,56,53,27,17.29999924,14.10000038,15.10000038,13.80000019,11.60000038,8.800000191,6.800000191,5.599999905,5.800000191,7.300000191,9.600000381,11.39999962,13,30.60000038,30.70000076,29.10000038,25.39999962,20.89999962,18,17.39999962,18.5,21.10000038,24,26.79999924,28.89999962,334,268,235,151,105,77,85,121,166,212,262,328,2349.899902,2674.899902,22,0.701986755,38.9,1.7,43.4,29.6
-31.373,19.04115,23-Jul-12,Oorlogskloof2,3002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.29999924,403,0.701986755,57,9,-1.700000048,42,790,61.25,1.05,3.2,5.4,2.8,199650.3018,498.6710388,24.78072052,10.3004724,45.6,6.864143252,185.6,8.82420153,9.685362959,14.53233285,39.86093097,70.23992634,90.6972918,93.44165907,65.30484571,40.82390025,30.54087615,17.6473275,13.09682373,31.24849434,31.44423718,29.90268601,26.33031665,21.45922682,18.31290107,17.69495106,18.62887912,21.19913896,24.72231144,26.74762736,26.74762736,14.45445323,15.19849141,13.9892975,11.95739412,8.964016888,6.660743872,5.631688939,5.469752842,7.200640705,9.832631694,11.41697921,13.11788103,35.4684988,35.58878835,33.87950325,31.07115539,25.96846029,22.18263218,21.62378115,23.23166121,26.64454333,29.8555469,31.66038455,33.65078894,11.85494083,12.73368631,11.11469387,8.924171502,5.808041722,3.729205023,2.673348127,2.637212876,4.400102752,6.652748489,8.6097529,10.61747567,17.54112812,0.618646506,790,403,3,18,7,4,2,11,21,44,56,56,53,27,17.29999924,14.10000038,15.10000038,13.80000019,11.60000038,8.800000191,6.800000191,5.599999905,5.800000191,7.300000191,9.600000381,11.39999962,13,30.60000038,30.70000076,29.10000038,25.39999962,20.89999962,18,17.39999962,18.5,21.10000038,24,26.79999924,28.89999962,334,268,235,151,105,77,85,121,166,212,262,328,2349.899902,2674.899902,22,0.701986755,38.9,1.7,43.4,29.6
-31.37547,19.04776,23-Jul-12,Oorlogskloof,3001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.20000076,375,0.70212766,57,8,-1.600000024,42,780,61.45,1.05,3.2,5.3,2.8,199650.2525,491.6282516,24.7751564,10.30043936,45.05,6.86107347,185.6,8.897527057,9.715049505,14.84275801,40.50890465,70.4891921,88.66331658,91.83555593,63.91126232,39.75849984,29.57291002,17.19888438,12.4302466,31.20557261,31.46464666,29.89722644,26.40442446,21.51784484,18.27188608,17.68711763,18.65839227,21.19078085,24.71651798,26.65811549,26.65811549,14.45346856,15.2061793,14.00260565,11.92631912,8.990651608,6.698780351,5.65661833,5.491571638,7.185038116,9.779031965,11.37196371,13.12431918,35.41148601,35.5896848,33.85847923,31.13074483,26.01316452,22.13179678,21.60886529,23.25240506,26.62950495,29.83659734,31.55978971,33.58561993,11.84992837,12.74009495,11.1252636,8.888572243,5.833743218,3.771315956,2.70249097,2.656390326,4.388170644,6.595169571,8.557250009,10.6235155,17.53827787,0.620119735,780,375,3,16,7,3,2,11,20,42,52,52,49,25,17.20000076,14.10000038,15.10000038,13.80000019,11.5,8.800000191,6.800000191,5.599999905,5.800000191,7.300000191,9.5,11.39999962,13,30.5,30.60000038,29,25.39999962,20.89999962,17.89999962,17.29999924,18.5,21,23.89999962,26.70000076,28.79999924,336,271,237,152,106,77,85,121,166,214,263,329,2363.399902,2653.300049,23,0.70212766,38.9,1.7,43.4,29.6
-32.13538,18.9916,20-Aug-11,Pakhuis_Pass,PR_2040,NA,NA,pebbly-bouldery,NA,2040,NA,NA,medium,PR_2040,1063/2040,mean_A_B,Sand,4.15,3710,1.45,11,31.5,90.5,0.075,0.23,2.3,0.885,0.27,2.9,23.35,0.19,96.425,2.85,2,4.5,93.5,Sa,1.64,5.345,44.26,19.45,4.945,14.80000019,556,0.590038314,59,34,-3.299999952,38.20000076,698,46.2,2.55,0.75,10.45,11.95,199048.0502,803.278891,20.22635746,8.668494081,61.75,8.710950994,80.15,20.10890824,17.2929271,29.8795105,70.90705805,99.27863235,142.4340254,132.5625246,98.20105972,55.2071044,41.8702399,44.74118181,45.05038471,25.54832973,25.23155297,23.38583279,19.63937918,18.9504599,16.14863295,14.86825726,15.43373585,16.9871281,20.39259116,21.5221635,21.5221635,13.54920979,13.74252097,12.79749759,9.843454997,6.830566565,4.017314163,3.129936092,3.241681688,5.517469698,8.485008637,10.44756985,12.47129255,29.76744094,29.4617389,27.36974684,24.43615908,23.56419033,19.99235643,18.73804328,20.05015771,22.29743218,25.5181178,26.44434828,28.3687759,11.05956632,11.44698257,10.12247167,7.092872579,3.946467168,1.317478286,0.49284464,0.736224852,2.945956612,5.475464439,7.834954521,10.05035042,14.44640816,0.501103996,698,556,9,32,19,17,8,22,43,78,104,81,74,35,14.80000019,13.5,14,12.89999962,9.899999619,7,4.400000095,3.400000095,3.799999952,5.900000095,8.5,10.80000019,12.60000038,25.89999962,25.79999924,23.70000076,19.89999962,19.20000076,16.39999962,15.19999981,16.10000038,17.89999962,20.70000076,22.70000076,24.60000038,331,271,244,148,102,69,75,99,137,207,263,308,2260.5,1849,44,0.590038314,15.2,1.5,45.6,31.3
-32.24105,26.09876,8/28/2014,Alicedale,2073,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,387,-0.467532468,36,113,-7.400000095,37.90000153,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,387,36,23,31,32,45,59,29,18,9,6,7,13,15,13.19999981,13.60000038,11.89999962,8.699999809,5.300000191,2.700000048,2.099999905,3.599999905,6.599999905,8.800000191,10.60000038,12.10000038,26.70000076,26.39999962,24.5,21.60000038,18.79999924,16.10000038,16.29999924,18.39999962,21.29999924,21.89999962,24,25.70000076,235,187,164,123,107,98,103,134,158,175,199,238,1925.800049,1963.800049,88,-0.467532468,28,33.3,31.3,31.3
-32.4068,19.10799,21-Aug-11,Uitkyk_Pass_1,PR_2041,NA,N,pebbly-bouldery,shale,2041,47.988,NA,high,PR_2041,2041,NA,Sand,4.6,NA,0.85,29,2,41,0.07,0.1,1.51,0.29,0.26,0.7,14,0.08,38.53,0.88,4,0,96,Sa,2.31,3.67,53.55,10.39,2.83,11.5,575,0.701431493,56,17,-4.099999905,32,1282,55.35,2.7,0,6.75,14.25,198747.8026,609.8276703,16.00102735,7.838773823,54.6,7.342549706,17.2,11.0644,11.75673666,13.33434882,43.53739772,81.94665394,117.3494435,118.4074282,82.77790289,48.86791487,32.47687249,29.03596474,15.29586967,20.75902319,20.14105362,18.73870458,15.27980285,14.84422938,13.37881003,12.00832171,11.69179805,12.43691556,15.70852889,16.77943304,16.77943304,12.40655837,12.45035187,11.76834419,9.210573355,6.393952502,3.780046244,2.913590391,3.088964343,4.725878331,7.465155443,9.013109181,11.00865163,24.89149776,24.23214711,22.63739872,20.02530988,19.37510549,17.10501729,15.76051005,16.20212409,17.65530324,20.7229747,21.64479102,23.83790843,9.850882912,10.13414514,9.08586829,6.449659838,3.5282788,1.137383859,0.316057961,0.631532785,2.184408842,4.474421815,6.389594187,8.547003147,11.91950464,0.627089153,1282,575,4,29,16,6,7,11,34,77,100,88,76,41,11.5,11.89999962,12.30000019,11.5,8.800000191,6.099999905,3.700000048,2.799999952,3.200000048,4.699999809,7,8.899999619,10.69999981,19.89999962,19.29999924,17.60000038,14.19999981,14.30000019,13.10000038,11.60000038,11.60000038,12.30000019,14.89999962,16.79999924,19,317,258,236,142,98,67,74,96,132,196,253,296,2169.199951,946.7000122,58,0.701431493,61.4,6.6,46.2,33.5
-32.40683,19.10799,21-Aug-11,Uitkyk_Pass_2,PR_2042,NA,S,pebbly-bouldery,shale,2042,38.943,NA,low,PR_2042,2042,NA,Sand,3.9,NA,1.74,14,1,33,0.05,0.08,0.65,0.3,2.16,0.4,28.3,0.06,76.39,1.9,5.2,1.2,93.6,Sa,1.83,2.95,23.05,10.75,2.83,11.5,575,0.701431493,56,17,-4.099999905,32,1282,55.35,2.7,0,6.75,14.25,198747.8026,609.8276703,16.00102735,7.838773823,54.6,7.342549706,17.2,11.0644,11.75673666,13.33434882,43.53739772,81.94665394,117.3494435,118.4074282,82.77790289,48.86791487,32.47687249,29.03596474,15.29586967,20.75902319,20.14105362,18.73870458,15.27980285,14.84422938,13.37881003,12.00832171,11.69179805,12.43691556,15.70852889,16.77943304,16.77943304,12.40655837,12.45035187,11.76834419,9.210573355,6.393952502,3.780046244,2.913590391,3.088964343,4.725878331,7.465155443,9.013109181,11.00865163,24.89149776,24.23214711,22.63739872,20.02530988,19.37510549,17.10501729,15.76051005,16.20212409,17.65530324,20.7229747,21.64479102,23.83790843,9.850882912,10.13414514,9.08586829,6.449659838,3.5282788,1.137383859,0.316057961,0.631532785,2.184408842,4.474421815,6.389594187,8.547003147,11.91950464,0.627089153,1282,575,4,29,16,6,7,11,34,77,100,88,76,41,11.5,11.89999962,12.30000019,11.5,8.800000191,6.099999905,3.700000048,2.799999952,3.200000048,4.699999809,7,8.899999619,10.69999981,19.89999962,19.29999924,17.60000038,14.19999981,14.30000019,13.10000038,11.60000038,11.60000038,12.30000019,14.89999962,16.79999924,19,317,258,236,142,98,67,74,96,132,196,253,296,2169.199951,946.7000122,58,0.701431493,61.4,6.6,46.2,33.5
-32.48841,19.15175,19-Aug-11,Sneeuberg_Hut_2,PR_2036,NA,N,none,leached sand,2036,39.067,NA,low,PR_2036,2036,NA,Sand,3.4,NA,1.64,11,5,29,0.05,0.07,0.5,0.32,0.04,0.2,1.9,0.09,75.65,1.38,2.4,0.4,97.2,Sa,1.99,2.83,19.5,12.2,2.58,10.89999962,435,0.691891892,55,11,-4.599999905,31.10000038,1303,56.55,3.9,0,4.75,25.85,198419.8536,503.1743347,14.09819784,6.936907482,49.5,6.436923909,6,10.1456249,9.484593213,15.06632471,35.47044587,67.94126616,97.46561766,95.62960339,69.43177567,36.13548174,26.68639638,23.92030758,11.80914425,18.53423338,17.65170299,16.30237505,13.00853162,13.3454006,12.25659757,10.78504939,10.19536013,10.60298239,13.79064618,14.59767432,14.59767432,11.61991758,11.53131374,10.92681482,8.298040072,5.550370097,2.851471517,1.859119602,2.100788666,3.769964357,6.63082242,8.166662004,10.16014247,22.68211055,21.73564296,20.22985077,17.7809049,17.87734191,15.97843067,14.53129572,14.69387725,15.82806342,18.80227711,19.48124936,21.69394059,8.998253131,9.161317539,8.195837334,5.47928197,2.652182899,0.177521549,-0.777771043,-0.395165229,1.192975061,3.61935307,5.504132407,7.648601655,10.51847938,0.610917462,1303,435,2,22,12,4,5,12,26,56,80,65,58,28,10.89999962,11.60000038,11.89999962,11.19999981,8.5,5.800000191,3.299999952,2.299999952,2.799999952,4.300000191,6.699999809,8.600000381,10.39999962,19,18.29999924,16.60000038,13.19999981,13.60000038,12.60000038,11.19999981,11,11.60000038,14.10000038,15.89999962,18.10000038,292,227,211,126,89,60,71,88,123,174,227,268,1962.199951,821.4000244,73,0.691891892,61.4,6.6,46.2,33.5
-32.48909,19.15159,19-Aug-11,Sneeuberg_Hut_1,PR_2035,NA,N,sandy and pebbly,sandstone,2035,43.388,NA,low,PR_2035,2035,NA,Sand,3.6,NA,1.89,22,5,36,0.07,0.09,0.51,0.24,0.07,0.4,5.8,0.08,82.04,1.55,NA,NA,NA,NA,2.44,3.29,18.07,8.72,2.8,10.89999962,435,0.691891892,55,11,-4.599999905,31.10000038,1303,56.55,3.9,0,4.75,25.85,198419.8536,503.1743347,14.09819784,6.936907482,49.5,6.436923909,6,10.1456249,9.484593213,15.06632471,35.47044587,67.94126616,97.46561766,95.62960339,69.43177567,36.13548174,26.68639638,23.92030758,11.80914425,18.53423338,17.65170299,16.30237505,13.00853162,13.3454006,12.25659757,10.78504939,10.19536013,10.60298239,13.79064618,14.59767432,14.59767432,11.61991758,11.53131374,10.92681482,8.298040072,5.550370097,2.851471517,1.859119602,2.100788666,3.769964357,6.63082242,8.166662004,10.16014247,22.68211055,21.73564296,20.22985077,17.7809049,17.87734191,15.97843067,14.53129572,14.69387725,15.82806342,18.80227711,19.48124936,21.69394059,8.998253131,9.161317539,8.195837334,5.47928197,2.652182899,0.177521549,-0.777771043,-0.395165229,1.192975061,3.61935307,5.504132407,7.648601655,10.51847938,0.610917462,1303,435,2,22,12,4,5,12,26,56,80,65,58,28,10.89999962,11.60000038,11.89999962,11.19999981,8.5,5.800000191,3.299999952,2.299999952,2.799999952,4.300000191,6.699999809,8.600000381,10.39999962,19,18.29999924,16.60000038,13.19999981,13.60000038,12.60000038,11.19999981,11,11.60000038,14.10000038,15.89999962,18.10000038,292,227,211,126,89,60,71,88,123,174,227,268,1962.199951,821.4000244,73,0.691891892,61.4,6.6,46.2,33.5
-32.51086,19.1581,19-Aug-11,Sneeuberg_gully_1,PR_2037,NA,E,bouldery,NA,2037,40.71,NA,none,PR_2037,2037,NA,Sand,3.7,NA,2.64,20,4,40,0.07,0.1,0.42,0.3,0.19,0.6,63.6,0.19,94.32,2.36,4.4,4.4,91.2,Sa,1.97,2.93,11.85,8.43,3.53,10.80000019,409,0.680911681,55,11,-4.5,31,1321,56.85,4.2,0,4.55,28.9,198340.7475,491.800119,13.62520466,6.719880128,48.85,6.349694228,4.4,9.849166828,9.195319223,15.26546562,34.22959385,66.72661328,95.50956945,93.03944197,68.14635715,34.76883187,26.08564761,23.86064217,11.23988488,17.94504957,16.99088838,15.68000306,12.44836632,13.02050967,11.99335686,10.43107181,9.807544761,10.14969696,13.35312287,14.05386501,14.05386501,11.4266511,11.31745889,10.73275073,8.031410191,5.313542697,2.674594699,1.663790264,1.874282837,3.512272186,6.384970268,7.974848403,9.96132146,22.08817382,21.06976822,19.60436307,17.22114989,17.54963406,15.71236743,14.17205771,14.30305733,15.37302482,18.36117842,18.93977261,21.19838672,8.802136958,8.948876735,8.00331158,5.213080372,2.418949441,0.007318738,-0.96848133,-0.615948568,0.940458849,3.375857142,5.314867401,7.450311892,10.17339079,0.608555482,1321,409,2,21,12,4,5,12,24,53,76,61,55,26,10.80000019,11.60000038,11.89999962,11.19999981,8.399999619,5.699999809,3.299999952,2.299999952,2.700000048,4.199999809,6.599999905,8.600000381,10.39999962,18.79999924,18,16.29999924,13,13.5,12.5,11,10.80000019,11.39999962,14,15.69999981,18,284,213,200,118,84,56,70,86,119,165,219,258,1878.400024,805.7999878,73,0.680911681,61.4,6.6,46.2,33.5
